ortholog	gene id	sequence id of ingroup best hit	taxonomy id of ingroup best hit	evalue of ingroup best hit	sequence id of outgroup best hit	taxonomy id of outgroup best hit	evalue of outgroup best hit	alien index	outgroup percentage	HGT or not
OG13157	yHMPu5000034892_Ogataea_pilisensis@Seq_5355	na	na	1	WP_008087437.1-380397-Streptococcus_ict-Firmicute	380397	1e-44	101.31374409173802	96.6666666666667	Yes
OG11668	yHMPu5000034892_Ogataea_pilisensis@Seq_5220	KGQ14046.1-1245745-Beauveria_bassian-Sordariomy	1245745	3e-26	WP_066211430.1-1191459-Flammeovirga_sp_M-BacteroC	1191459	2e-83	131.65281540876876	100.0	Yes
OG8095	Clavispora_lusitaniae@Seq_5101	OAA47801.1-1081105-Metarhizium_riley-Sordariomy	1081105	2e-58	XP_009164493.1-6198-Opisthorchis_vive-Metazoa	6198	3e-100	96.30310879764176	94.6666666666667	Yes
OG7354	Clavispora_lusitaniae@Seq_3119	EKV09771.1-1170229-Penicillium_digit-Eurotiomyc	1170229	9e-46	KYQ51932.1-64791-Trachymyrmex_zete-Metazoa	64791	1e-95	115.02389413404445	98.6666666666667	Yes
OG9831	Candida_carpophila@Seq_2447	XP_003040203.1-660122-Nectria_haematoco-Sordariom	660122	5e-102	WP_057246987.1-1736489-Duganella_sp_Root-Proteoba	1736489	2e-158	129.86105593954073	93.0	Yes
OG13910	Candida_carpophila@Seq_1273	SAM84929.1-307758-Ustilago_bromivor-Basidiomyc	307758	1e-79	WP_065029507.1-339268-Mycobacterium_col-Actinobac	339268	3e-117	86.39962124510564	98.3333333333333	Yes
OG8322	Candida_carpophila@Seq_4916	KPM44821.1-78410-Neonectria_ditiss-Sordariomy	78410	5e-117	WP_004964504.1-618-Serratia_odorifer-Proteobact	618	2e-146	67.69125842870153	92.0	Yes
OG20685	Candida_carpophila@Seq_1949	OAA49474.1-1081105-Metarhizium_riley-Sordariomy	1081105	1e-22	WP_024898042.1-571254-Ochrobactrum_rhiz-Proteobac	571254	3e-106	192.31853552283172	98.0	Yes
OG48240	Candida_carpophila@Seq_124	XP_007731529.1-1182542-Capronia_epimyces-Eurotiom	1182542	2e-18	WP_037862945.1-1463901-Streptomyces_sp_N-Actinoba	1463901	5e-50	72.76643224393531	93.3333333333333	Yes
OG14906	Candida_carpophila@Seq_3063	na	na	1	WP_040512885.1-1434011-Komagataeibacter-Proteobac	1434011	2e-51	116.73869256213638	97.4248927038627	Yes
OG7096	Candida_carpophila@Seq_3662	EIE86107.1-246409-Rhizopus_delemar_-other_Fung	246409	2e-31	WP_062824454.1-587753-Pseudomonas_chlor-Proteobac	587753	6e-66	79.49186596612348	91.0	Yes
OG19201	Lachancea_dasiensis@Seq_1605	KJZ79954.1-1043627-Hirsutella_minnes-Sordariomy	1043627	2e-24	WP_049854100.1-1576604-Dickeya_sp_S1-Proteobact	1576604	7e-110	196.76955502899256	100.0	Yes
OG11993	Lachancea_dasiensis@Seq_574	EQB49643.1-1237896-Colletotrichum_gl-Sordariomy	1237896	3e-31	WP_020214857.1-498301-Flavobacterium_ri-BacteroCh	498301	2e-79	110.92954957182236	100.0	Yes
OG10116	Lachancea_dasiensis@Seq_707	OCK99586.1-794803-Cenococcum_geophi-Dothideomy	794803	2e-83	WP_028563020.1-669462-Paenibacillus_pin-Firmicute	669462	5e-146	144.1465701267507	97.3333333333333	Yes
OG35374	Lachancea_dasiensis@Seq_3092	EXX78940.1-1432141-Rhizophagus_irreg-other_Fung	1432141	5e-16	XP_019274878.1-9691-Panthera_pardus-Metazoa	9691	2e-43	63.08608824271339	96.1904761904762	Yes
OG12079	Lachancea_dasiensis@Seq_3876	KKZ62119.1-1247875-Emmonsia_crescens-Eurotiomyc	1247875	5e-04	WP_010007263.1-1251-Leuconostoc_falla-Firmicutes	1251	2e-45	95.32227954463002	95.3333333333333	Yes
OG18013	Lachancea_dasiensis@Seq_3125	XP_003047042.1-660122-Nectria_haematoco-Sordariom	660122	4e-54	WP_057285407.1-1736602-Achromobacter_sp_-Proteoba	1736602	4e-81	62.16979751083922	100.0	Yes
OG9555	Lachancea_dasiensis@Seq_2230	KZM27622.1-5454-Ascochyta_rabiei-Dothideomy	5454	2e-55	XP_002677511.1-5762-Naegleria_gruberi-Heterolobo	5762	0.0	334.5679856646966	90.6666666666667	Yes
OG5126	Lachancea_dasiensis@Seq_451	KXN71385.1-796925-Conidiobolus_coro-other_Fung	796925	6e-111	WP_068738843.1-1792031-Tardiphaga_sp_Vaf-Proteoba	1792031	1e-132	50.14604642210301	99.6666666666667	Yes
OG12079	Lachancea_dasiensis@Seq_4757	CEL10109.1-454130-Aspergillus_calid-Eurotiomyc	454130	2e-08	WP_022791012.1-1615-Weissella_halotol-Firmicutes	1615	3e-47	89.39535351865962	95.3333333333333	Yes
OG41738	Lachancea_dasiensis@Seq_1735	na	na	1	SDX75906.1-765699-Defluviimonas_ind-Proteobact	765699	5e-57	129.6379123882265	99.3333333333333	Yes
OG9969	yHMPu5000034865_Zygosaccharomyces_kombuchaensis@Seq_2365	KGQ02467.1-1245745-Beauveria_bassian-Sordariomy	1245745	1e-47	WP_026397994.1-285268-Acetobacter_nitro-Proteobac	285268	1e-125	179.60163725353556	99.6666666666667	Yes
OG9505	yHMPu5000034865_Zygosaccharomyces_kombuchaensis@Seq_454	GAD92673.1-1356009-Byssochlamys_spec-Eurotiomyc	1356009	2e-17	XP_002636484.1-6238-Caenorhabditis_br-Metazoa	6238	1e-52	81.28362543535155	95.0	Yes
OG5126	yHMPu5000034865_Zygosaccharomyces_kombuchaensis@Seq_710	KXN71385.1-796925-Conidiobolus_coro-other_Fung	796925	6e-127	SEN53698.1-1121117-Brachymonas_denit-Proteobact	1121117	2e-150	54.058069427531166	97.6666666666667	Yes
OG81850	yHMPu5000034865_Zygosaccharomyces_kombuchaensis@Seq_3866	na	na	1	ACB96179.1-395963-Beijerinckia_indi-Proteobact	395963	1e-33	75.9853080688035	95.7446808510638	Yes
OG9976	yHMPu5000035640_Yamadazyma_philogaea@Seq_279	ESA04096.1-747089-Rhizophagus_irreg-other_Fung	747089	4e-34	SEQ89438.1-137733-Granulicatella_ba-Firmicutes	137733	3e-65	71.6678199552672	92.6666666666667	Yes
OG4186	yHMPu5000034614_Saturnispora_silvae@Seq_184	KFA65033.1-1283841-Stachybotrys_chlo-Sordariomy	1283841	4e-53	WP_038325761.1-1120746-bacterium_MS4-other_Bact	1120746	2e-83	69.77069997038132	93.6666666666667	Yes
OG7307	yHMPu5000034614_Saturnispora_silvae@Seq_290	OAJ37592.1-403673-Batrachochytrium_-other_Fung	403673	6e-71	WP_057074794.1-48296-Acinetobacter_pit-Proteobact	48296	1e-166	220.5373433036624	100.0	Yes
OG11135	yHMPu5000034614_Saturnispora_silvae@Seq_1429	XP_007285615.1-1213859-Colletotrichum_gl-Sordario	1213859	8e-123	WP_010111607.1-1029823-Acinetobacter_sp_-Proteoba	1029823	4e-163	92.79655090032173	98.0	Yes
OG69955	yHMPu5000034947_Ambrosiozyma_philentoma@Seq_2857	XP_013020919.1-653667-Schizosaccharomyc-Taphrinom	653667	2e-11	WP_046167813.1-1108595-Chromobacterium_v-Proteoba	1108595	8e-37	58.480918056725294	96.0	Yes
OG7959	Ogataea_parapolymorpha@Seq_1624	XP_016605628.1-645134-Spizellomyces_pun-other_Fun	645134	2e-38	WP_059345182.1-1756148-Elizabethkingia_g-BacteroC	1756148	2e-61	52.95945713886306	90.0	Yes
OG5485	Ogataea_parapolymorpha@Seq_320	XP_002650737.1-481877-Enterocytozoon_bi-Microspor	481877	3e-23	WP_048836456.1-104099-Acetobacter_orlea-Proteobac	104099	2e-51	64.87784771194143	99.6666666666667	Yes
OG4186	Candida_intermedia@Seq_4585	KGQ02237.1-1245745-Beauveria_bassian-Sordariomy	1245745	3e-43	WP_021189417.1-1338009-Sphingobacterium_-BacteroC	1338009	1e-92	113.92528184537635	97.6666666666667	Yes
OG178558	Candida_intermedia@Seq_206	na	na	1	SDC41650.1-1285928-Niabella_drilacis-BacteroChl	1285928	3e-67	153.17458894193294	100.0	Yes
OG13910	Candida_intermedia@Seq_2140	SAM84929.1-307758-Ustilago_bromivor-Basidiomyc	307758	3e-80	WP_057479834.1-1736319-Rhodococcus_sp_Le-Actinoba	1736319	6e-119	89.10767144620783	98.3333333333333	Yes
OG8322	Candida_intermedia@Seq_4665	XP_016250788.1-569365-Cladophialophora_-Eurotiomy	569365	1e-122	WP_013575337.1-34037-Rahnella-Proteobact	34037	9e-157	78.39325367745533	92.0	Yes
OG29280	Candida_intermedia@Seq_3628	na	na	1	SAY43085.1-615-Serratia_marcesce-Proteobact	615	9e-37	82.99842386344348	96.1038961038961	Yes
OG9976	Candida_intermedia@Seq_5097	ESA04096.1-747089-Rhizophagus_irreg-other_Fung	747089	2e-20	WP_067633296.1-1514105-Erysipelothrix_sp-Firmicut	1514105	1e-60	92.79655090032176	92.6666666666667	Yes
OG9831	Candida_intermedia@Seq_1298	EXM18537.1-1089449-Fusarium_oxysporu-Sordariomy	1089449	1e-106	WP_033569638.1-1577887-Dickeya_sp_2B12-Proteobact	1577887	2e-155	112.13352237614828	93.0	Yes
OG9831	Candida_intermedia@Seq_5458	XP_001823473.1-510516-Aspergillus_oryza-Eurotiomy	510516	2e-97	WP_039413732.1-93221-Pandoraea_pulmoni-Proteobact	93221	6e-144	107.12288708205202	93.0	Yes
OG10328	Scheffersomyces_stipitis@Seq_2696	EQK97613.1-911162-Ophiocordyceps_si-Sordariomy	911162	5e-32	CBN79733.1-2880-Ectocarpus_silicu-other_Stra	2880	3e-66	78.79871878556354	91.3194444444444	Yes
OG11989	Scheffersomyces_stipitis@Seq_3733	KJZ68501.1-1043627-Hirsutella_minnes-Sordariomy	1043627	4e-14	XP_012993204.1-8010-Esox_lucius-Metazoa	8010	6e-34	45.64623675177275	94.1605839416058	Yes
OG113165	Scheffersomyces_stipitis@Seq_1928	KNE57558.1-578462-Allomyces_macrogy-other_Fung	578462	2e-18	KEQ48985.1-28037-Streptococcus_mit-Firmicutes	28037	9e-48	67.5734753930451	94.0	Yes
OG94674	Scheffersomyces_stipitis@Seq_1581	KFY65272.1-1420909-Pseudogymnoascus_-Leotiomyce	1420909	2e-29	XP_723910.1-352914-Plasmodium_yoelii-Apicomplex	352914	1e-89	138.84825276020268	91.3725490196078	Yes
OG6167	Scheffersomyces_stipitis@Seq_3071	OKL56108.1-1441469-Talaromyces_atror-Eurotiomyc	1441469	3e-61	WP_063554590.1-1538-Clostridium_ljung-Firmicutes	1538	0.0	321.1579402148405	99.0	Yes
OG86966	yHMPu5000035665_Middelhovenomyces_tepae@Seq_215	KIO22435.1-1051891-Tulasnella_calosp-Basidiomyc	1051891	5e-13	WP_013768197.1-2350-Haliscomenobacter-BacteroChl	2350	2e-52	90.71710935864193	100.0	Yes
OG10716	yHMPu5000035665_Middelhovenomyces_tepae@Seq_727	KKP06314.1-5544-Trichoderma_harzi-Sordariomy	5544	6e-55	WP_056140661.1-1736241-Methylobacterium_-Proteoba	1736241	6e-78	52.959457138863044	100.0	Yes
OG9668	yHMPu5000035665_Middelhovenomyces_tepae@Seq_4451	XP_013325751.1-1408163-Rasamsonia_emerso-Eurotiom	1408163	1e-70	WP_074658174.1-362413-Flavobacterium_aq-BacteroCh	362413	2e-115	102.92318200417208	100.0	Yes
OG28182	yHMPu5000035665_Middelhovenomyces_tepae@Seq_3532	XP_007842024.1-1229662-Pestalotiopsis_fi-Sordario	1229662	6e-82	AHZ45669.1-77133-uncultured_bacter-other_Bact	77133	2e-132	116.22786693837037	99.0	Yes
OG12648	yHMPu5000035665_Middelhovenomyces_tepae@Seq_3887	XP_007806767.1-655827-Metarhizium_acrid-Sordariom	655827	2e-67	KKF27559.1-215358-Larimichthys_croc-Metazoa	215358	1e-94	62.86294469139918	94.6666666666667	Yes
OG76160	yHMPu5000035665_Middelhovenomyces_tepae@Seq_3340	XP_018078848.1-149040-Phialocephala_sco-Leotiomyc	149040	1e-06	CCC91495.1-1068625-Trypanosoma_congo-Euglenozoa	1068625	5e-51	102.00689127229795	99.6666666666667	Yes
OG78973	yHMPu5000035665_Middelhovenomyces_tepae@Seq_3888	na	na	1	CFT94991.1-520-Bordetella_pertus-Proteobact	520	1e-20	46.051701859880914	100.0	Yes
OG117811	yHMPu5000035665_Middelhovenomyces_tepae@Seq_1799	KXT17249.1-113226-Pseudocercospora_-Dothideomy	113226	9e-29	WP_051983431.1-979-Cellulophaga_lyti-BacteroChl	979	7e-56	62.42111193912014	100.0	Yes
OG12648	yHMPu5000035665_Middelhovenomyces_tepae@Seq_2560	XP_007806767.1-655827-Metarhizium_acrid-Sordariom	655827	1e-57	XP_003875525.1-929439-Leishmania_mexica-Euglenozo	929439	1e-99	96.70857390574992	90.3333333333333	Yes
OG11748	yHMPu5000035665_Middelhovenomyces_tepae@Seq_3903	na	na	1	WP_026953669.1-426371-Algoriphagus_vanf-BacteroCh	426371	2e-105	241.07828758381484	96.0	Yes
OG6167	yHMPu5000035665_Middelhovenomyces_tepae@Seq_2754	KEQ86482.1-1043002-Aureobasidium_pul-Dothideomy	1043002	4e-58	WP_022746654.1-169679-Clostridium_sacch-Firmicute	169679	0.0	328.3533775662744	99.0	Yes
OG28182	yHMPu5000035665_Middelhovenomyces_tepae@Seq_770	XP_008090010.1-645133-Colletotrichum_gr-Sordariom	645133	2e-67	AHZ45669.1-77133-uncultured_bacter-other_Bact	77133	2e-112	103.61632918473205	99.0	Yes
OG9253	yHMPu5000035665_Middelhovenomyces_tepae@Seq_1492	KUL86013.1-198730-Talaromyces_verru-Eurotiomyc	198730	6e-47	WP_014265414.1-940614-Granulicella_mall-other_Bac	940614	2e-78	72.47875017148351	95.0	Yes
OG20575	yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_2359	OAI96025.1-13291-Tilletia_controve-Basidiomyc	13291	2e-15	WP_038925988.1-204042-Dickeya_zeae-Proteobact	204042	7e-36	47.1015239843796	97.6666666666667	Yes
OG8167	yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1202	OAJ21731.1-117179-Tilletia_walkeri-Basidiomyc	117179	5e-42	WP_018418576.1-935543-Burkholderia_sp_W-Proteobac	935543	4e-83	94.62913236407009	98.6666666666667	Yes
OG35907	yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_4119	na	na	1	WP_023581363.1-183417-Proteus_hauseri-Proteobact	183417	1e-21	48.35428695287496	93.75	Yes
OG11325	yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1983	XP_016605817.1-645134-Spizellomyces_pun-other_Fun	645134	2e-31	EIA09601.1-1086011-Flavobacterium_fr-BacteroChl	1086011	3e-56	57.15916221674297	97.0	Yes
OG9465	yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_4769	EEB87846.1-554373-Moniliophthora_pe-Basidiomyc	554373	2e-44	WP_037464029.1-139808-Shimazuella_kribb-Firmicute	139808	8e-106	141.37398140451094	96.3333333333333	Yes
OG5398	yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_481	XP_017991936.1-77020-Malassezia_pachyd-Basidiomyc	77020	4e-177	WP_046741027.1-1610491-Lampropedia_cohae-Proteoba	1610491	0.0	54.34575149998295	96.6666666666667	Yes
OG5126	yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_4752	KXN71385.1-796925-Conidiobolus_coro-other_Fung	796925	7e-100	WP_070069705.1-1262585-Acinetobacter_qin-Proteoba	1262585	6e-132	73.83687365563671	98.3333333333333	Yes
OG15300	yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_3365	na	na	1	WP_004920570.1-588-Providencia_stuar-Proteobact	588	1e-51	117.43183974269633	93.2432432432432	Yes
OG15136	Lachancea_mirantina@Seq_413	XP_018036398.1-1460663-Paraphaeosphaeria-Dothideo	1460663	2e-11	WP_048836608.1-104099-Acetobacter_orlea-Proteobac	104099	5e-162	346.77405831022674	94.2965779467681	Yes
OG18469	Lachancea_mirantina@Seq_3491	ELU37478.1-983506-Rhizoctonia_solan-Basidiomyc	983506	1e-10	WP_064020070.1-1727196-Methylomonas_sp_D-Proteoba	1727196	4e-42	72.29642861468956	100.0	Yes
OG7775	Lachancea_mirantina@Seq_1985	XP_013262877.1-1182545-Exophiala_aquamar-Eurotiom	1182545	8e-59	SEQ22587.1-1855383-bacterium_A52C2-other_Bact	1855383	6e-129	161.468638582035	95.0	Yes
OG12079	Lachancea_mirantina@Seq_505	na	na	1	WP_010007263.1-1251-Leuconostoc_falla-Firmicutes	1251	3e-46	104.820301989058	95.0	Yes
OG11023	yHMPu5000034648_Candida_restingae@Seq_1288	na	na	1	KFO29586.1-885580-Fukomys_damarensi-Metazoa	885580	1e-35	80.5904782547916	97.6666666666667	Yes
OG9872	yHMPu5000034742_Lipomyces_suomiensis@Seq_497	OAJ28111.1-13291-Tilletia_controve-Basidiomyc	13291	6e-10	XP_007144841.1-3885-Phaseolus_vulgari-Streptophy	3885	2e-42	74.78133526447756	97.0	Yes
OG5631	yHMPu5000034742_Lipomyces_suomiensis@Seq_1000	OAQ77688.1-33203-Purpureocillium_l-Sordariomy	33203	2e-49	WP_045290344.1-61647-Pluralibacter_ger-Proteobact	61647	5e-76	61.253506778965075	99.3333333333333	Yes
OG9872	yHMPu5000034742_Lipomyces_suomiensis@Seq_2885	OAJ19324.1-117179-Tilletia_walkeri-Basidiomyc	117179	1e-13	ERN07906.1-13333-Amborella_trichop-Streptophy	13333	1e-43	69.07755278982137	97.0	Yes
OG13166	yHMPu5000034742_Lipomyces_suomiensis@Seq_5913	KZV63295.1-1314672-Peniophora_sp_CON-Basidiomyc	1314672	3e-35	WP_057591276.1-34073-Variovorax_parado-Proteobact	34073	3e-80	103.61632918473207	98.3333333333333	Yes
OG5631	yHMPu5000034742_Lipomyces_suomiensis@Seq_4391	XP_007730147.1-1182542-Capronia_epimyces-Eurotiom	1182542	3e-53	SEO04601.1-1333845-Paenibacillus_sop-Firmicutes	1333845	5e-84	70.86931225904944	99.3333333333333	Yes
OG5631	yHMPu5000034742_Lipomyces_suomiensis@Seq_5243	KFH41039.1-857340-Acremonium_chryso-Sordariomy	857340	5e-52	OHD03139.1-1802170-Sphingomonadales_-Proteobact	1802170	4e-86	78.51103671311176	99.3333333333333	Yes
OG9831	yHMPu5000041829_Debaryomyces_fabryi@Seq_2333	XP_003006785.1-526221-Verticillium_alfa-Sordariom	526221	9e-83	WP_058903852.1-95486-Burkholderia_ceno-Proteobact	95486	2e-147	148.8695233483952	93.0	Yes
OG19201	yHMPu5000041829_Debaryomyces_fabryi@Seq_1551	KFH45371.1-857340-Acremonium_chryso-Sordariomy	857340	4e-30	WP_023655122.1-665097-Erwinia_piriflori-Proteobac	665097	1e-127	224.7370483815423	99.0	Yes
OG9465	yHMPu5000041829_Debaryomyces_fabryi@Seq_89	EEB87846.1-554373-Moniliophthora_pe-Basidiomyc	554373	3e-15	WP_051311422.1-202772-Zooshikella_gangh-Proteobac	202772	3e-122	246.37660495036286	91.3333333333333	Yes
OG8322	yHMPu5000041829_Debaryomyces_fabryi@Seq_5440	KPM44821.1-78410-Neonectria_ditiss-Sordariomy	78410	7e-112	WP_004964504.1-618-Serratia_odorifer-Proteobact	618	2e-150	88.75099650226909	92.3333333333333	Yes
OG7959	yHMPu5000041829_Debaryomyces_fabryi@Seq_3065	XP_016605628.1-645134-Spizellomyces_pun-other_Fun	645134	9e-45	WP_039329009.1-1583100-Myroides_sp_A21-BacteroChl	1583100	1e-81	85.09028792512186	92.0	Yes
OG12306	yHMPu5000041829_Debaryomyces_fabryi@Seq_1326	EXX68845.1-1432141-Rhizophagus_irreg-other_Fung	1432141	3e-12	XP_014070362.1-8030-Salmo_salar-Metazoa	8030	2e-60	110.92954957182235	90.8256880733945	Yes
OG11605	yHMPu5000041829_Debaryomyces_fabryi@Seq_3579	ABV48728.1-451136-Penicillium_lilac-Eurotiomyc	451136	3e-26	WP_075055355.1-1034015-Nitrososphaera_vi-Thaumarc	1034015	1e-69	100.10977128741206	96.0	Yes
OG11392	Scheffersomyces_lignosus@Seq_1177	XP_009218438.1-644352-Gaeumannomyces_gr-Sordariom	644352	2e-25	WP_074294484.1-60549-Paraburkholderia_-Proteobact	60549	2e-103	179.60163725353556	91.6666666666667	Yes
OG32027	Scheffersomyces_lignosus@Seq_5813	XP_002153757.1-441960-Talaromyces_marne-Eurotiomy	441960	2e-109	AFQ55381.1-1226531-Saccharomyces_cer-Viruses	1226531	0.0	210.22839064301812	90.0	Yes
OG111284	Scheffersomyces_lignosus@Seq_3778	OCK95794.1-794803-Cenococcum_geophi-Dothideomy	794803	2e-07	WP_048857023.1-28448-Komagataeibacter_-Proteobact	28448	1e-47	92.79655090032178	91.6666666666667	Yes
OG6167	Scheffersomyces_lignosus@Seq_772	OKL56108.1-1441469-Talaromyces_atror-Eurotiomyc	1441469	5e-60	WP_063554590.1-1538-Clostridium_ljung-Firmicutes	1538	0.0	323.9713509316005	98.6666666666667	Yes
OG9465	Scheffersomyces_lignosus@Seq_4417	EEB87846.1-554373-Moniliophthora_pe-Basidiomyc	554373	7e-12	WP_051311422.1-202772-Zooshikella_gangh-Proteobac	202772	7e-120	248.67919004335695	93.0	Yes
OG11668	Saccharomyces_kudriavzevii@Seq_2888	KGQ14046.1-1245745-Beauveria_bassian-Sordariomy	1245745	9e-43	WP_010380738.1-339-Xanthomonas_campe-Proteobact	339	6e-93	115.53471975781044	93.3333333333333	Yes
OG99618	Saccharomyces_kudriavzevii@Seq_829	KMM64800.1-454284-Coccidioides_posa-Eurotiomyc	454284	5e-06	WP_019327196.1-1883-Streptomyces-Actinobact	1883	3e-58	120.24525045945636	100.0	Yes
OG2639	Brettanomyces_anomalus@Seq_626	KFY99833.1-1420911-Pseudogymnoascus_-Leotiomyce	1420911	3e-14	EMC80337.1-8932-Columba_livia-Metazoa	8932	4e-41	61.88211543838746	98.3333333333333	Yes
OG17871	Brettanomyces_anomalus@Seq_4994	OAA50030.1-1081107-Cordyceps_brongni-Sordariomy	1081107	2e-19	SBT42338.1-864142-Plasmodium_ovale_-Apicomplex	864142	3e-50	70.97467277470724	94.1176470588235	Yes
OG5438	Brettanomyces_anomalus@Seq_272	KGQ11298.1-1245745-Beauveria_bassian-Sordariomy	1245745	5e-156	ESN62300.1-104623-Serratia_sp_ATCC_-Proteobact	104623	5e-177	48.354286952874986	90.3333333333333	Yes
OG9118	Brettanomyces_anomalus@Seq_3294	KXS94340.1-321146-Mycosphaerella_eu-Dothideomy	321146	2e-50	WP_048637077.1-1109412-Brenneria_goodwin-Proteoba	1109412	0.0	346.0809111296668	90.3333333333333	Yes
OG11415	Brettanomyces_anomalus@Seq_3021	XP_010763857.1-502780-Paracoccidioides_-Eurotiomy	502780	3e-32	ETO31353.1-46433-Reticulomyxa_filo-Foraminife	46433	5e-69	84.68482281701371	90.0	Yes
OG171734	yHMPu5000034918_Nakazawaea_holstii@Seq_5054	XP_015700969.1-502779-Paracoccidioides_-Eurotiomy	502779	1e-20	WP_010956428.1-837-Porphyromonas_gin-BacteroChl	837	6e-45	55.77286785562308	92.3333333333333	Yes
OG42193	yHMPu5000034918_Nakazawaea_holstii@Seq_5930	KIO07894.1-870435-Pisolithus_tincto-Basidiomyc	870435	4e-30	WP_013815187.1-837-Porphyromonas_gin-BacteroChl	837	6e-62	73.27725786770131	94.3333333333333	Yes
OG11974	yHMPu5000034918_Nakazawaea_holstii@Seq_1598	XP_016609889.1-645134-Spizellomyces_pun-other_Fun	645134	2e-30	WP_013815187.1-837-Porphyromonas_gin-BacteroChl	837	5e-68	86.58194280189957	94.0	Yes
OG11974	yHMPu5000034918_Nakazawaea_holstii@Seq_3160	CDS07272.1-688394-Lichtheimia_ramos-other_Fung	688394	3e-22	WP_013815187.1-837-Porphyromonas_gin-BacteroChl	837	9e-52	67.97894050115326	90.6666666666667	Yes
OG85556	yHMPu5000034918_Nakazawaea_holstii@Seq_5034	EYB31075.1-5518-Fusarium_graminea-Sordariomy	5518	2e-07	XP_014942849.1-32536-Acinonyx_jubatus-Metazoa	32536	5e-37	68.16126205794721	100.0	Yes
OG11974	yHMPu5000034918_Nakazawaea_holstii@Seq_739	XP_007876781.1-1277687-Anthracocystis_fl-Basidiom	1277687	7e-24	AKV64918.1-837-Porphyromonas_gin-BacteroChl	837	4e-55	71.93975367075083	92.6666666666667	Yes
OG36097	yHMPu5000034754_Lipomyces_arxii@Seq_5006	XP_014574439.1-1276143-Metarhizium_majus-Sordario	1276143	1e-06	WP_067357137.1-1971-Streptomyces_nour-Actinobact	1971	2e-123	268.7093086997434	99.0	Yes
OG20878	yHMPu5000034754_Lipomyces_arxii@Seq_8244	OJJ98621.1-690307-Aspergillus_acule-Eurotiomyc	690307	2e-24	WP_031158021.1-2001-Streptosporangium-Actinobact	2001	6e-167	328.1710560094804	98.6666666666667	Yes
OG20575	yHMPu5000034754_Lipomyces_arxii@Seq_5118	OAI96025.1-13291-Tilletia_controve-Basidiomyc	13291	3e-20	WP_028214448.1-312026-Paraburkholderia_-Proteobac	312026	7e-62	95.8612760453627	99.6666666666667	Yes
OG9118	yHMPu5000034613_Saturnispora_serradocipensis@Seq_1555	KXT02611.1-113226-Pseudocercospora_-Dothideomy	113226	4e-49	WP_048637077.1-1109412-Brenneria_goodwin-Proteoba	1109412	1e-177	296.11718626435777	90.6666666666667	Yes
OG16446	yHMPu5000034613_Saturnispora_serradocipensis@Seq_4839	XP_006968341.1-431241-Trichoderma_reese-Sordariom	431241	3e-81	GAK26963.1-1460083-Serratia_liquefac-Proteobact	1460083	2e-133	120.13988994379852	99.6666666666667	Yes
OG9311	yHMPu5000034613_Saturnispora_serradocipensis@Seq_2888	EKG21224.1-1126212-Macrophomina_phas-Dothideomy	1126212	8e-27	WP_011240017.1-542-Zymomonas_mobilis-Proteobact	542	9e-54	62.05201447518285	97.6666666666667	Yes
OG5783	yHMPu5000034613_Saturnispora_serradocipensis@Seq_2450	KGQ13403.1-1245745-Beauveria_bassian-Sordariomy	1245745	3e-79	WP_068713780.1-1435069-Vibrio_tritonius-Proteobac	1435069	2e-140	140.863155780745	99.6666666666667	Yes
OG48575	yHMPu5000034613_Saturnispora_serradocipensis@Seq_1877	XP_006669800.1-983644-Cordyceps_militar-Sordariom	983644	6e-11	WP_011241160.1-542-Zymomonas_mobilis-Proteobact	542	0.0	436.9803420451027	99.6666666666667	Yes
OG13251	yHMPu5000034604_Sporopachydermia_lactativora@Seq_1	EQK98441.1-911162-Ophiocordyceps_si-Sordariomy	911162	2e-11	XP_001841884.1-7176-Culex_quinquefasc-Metazoa	7176	4e-32	47.66113977231502	98.9473684210526	Yes
OG209558	yHMPu5000034604_Sporopachydermia_lactativora@Seq_3242	XP_014581274.1-1276143-Metarhizium_majus-Sordario	1276143	3e-09	XP_846278.1-185431-Trypanosoma_bruce-Euglenozoa	185431	3e-30	48.35428695287496	95.1219512195122	Yes
OG16446	yHMPu5000034604_Sporopachydermia_lactativora@Seq_4661	KGQ11076.1-1245745-Beauveria_bassian-Sordariomy	1245745	3e-104	WP_028353761.1-94624-Bordetella_petrii-Proteobact	94624	5e-179	172.18305635078744	99.6666666666667	Yes
OG4739	yHMPu5000034604_Sporopachydermia_lactativora@Seq_906	XP_019020812.1-698492-Saitoella_complic-Taphrinom	698492	2e-94	SEF63440.1-373675-Thalassococcus_ha-Proteobact	373675	3e-125	70.97467277470724	96.0	Yes
OG10614	yHMPu5000034604_Sporopachydermia_lactativora@Seq_3213	XP_014179196.1-1186058-Trichosporon_asah-Basidiom	1186058	2e-171	WP_014769921.1-44674-Sulfurospirillum_-Proteobact	44674	0.0	67.46811487738728	94.0	Yes
