ID	NAME	EQUATION	EC-NUMBER	GENE ASSOCIATION	LOWER BOUND	UPPER BOUND	OBJECTIVE	COMPARTMENT	MIRIAM	SUBSYSTEM
R07768	octanoyl-[acp]:sulfur sulfurtransferase	2 S-Adenosyl-L-methionine[s] + Octanoyl-[acp][s] + 2 Sulfur donor[s] <=> 2 L-Methionine[s] + 2 5'-Deoxyadenosine[s] + Lipoyl-[acp][s]	ec-code/2.8.1.8	augustus_masked-NODE_6_length_431703_cov_27.3617_ID_11-processed-gene-1.49-mRNA-1_1	-1000	1000			kegg.reaction/R07768;kegg.pathway/rn00785;kegg.orthology/K03644	Lipoic acid metabolism
R07769	lipoyl-[acp]:protein N6-lipoyltransferase	Lipoyl-[acp][s] + Apoprotein[s] <=> Acyl-carrier protein[s] + Protein N6-(lipoyl)lysine[s]	ec-code/2.3.1.181	genemark-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-11.119-mRNA-1_1	-1000	1000			kegg.reaction/R07769;kegg.pathway/rn00785;kegg.orthology/K03801	Lipoic acid metabolism
R07770		ATP[s] + (R)-Lipoate[s] <=> Diphosphate[s] + Lipoyl-AMP[s]	ec-code/6.3.1.20	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-4.29-mRNA-1_1	-1000	1000			kegg.reaction/R07770;kegg.pathway/rn00785;kegg.orthology/K03800;rhea/12916	Lipoic acid metabolism
R07771		Lipoyl-AMP[s] + Apoprotein[s] <=> AMP[s] + Protein N6-(lipoyl)lysine[s]	ec-code/6.3.1.20	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-4.29-mRNA-1_1	-1000	1000			kegg.reaction/R07771;kegg.pathway/rn00785;kegg.orthology/K03800;rhea/20476	Lipoic acid metabolism
R07809		H2O[s] + G13074[s] <=> N-Acetyl-D-glucosamine[s] + G01391[s]	ec-code/3.2.1.52	augustus_masked-NODE_5_length_492506_cov_27.4869_ID_9-processed-gene-0.15-mRNA-1_1 or augustus_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-0.90-mRNA-1_1	-1000	1000			kegg.reaction/R07809;kegg.pathway/rn00531;kegg.module/M00079;kegg.orthology/K01207	Glycosaminoglycan degradation
R07810		H2O[s] + G13073[s] <=> N-Acetyl-D-glucosamine 6-sulfate[s] + G01391[s]	ec-code/3.2.1.52	augustus_masked-NODE_5_length_492506_cov_27.4869_ID_9-processed-gene-0.15-mRNA-1_1 or augustus_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-0.90-mRNA-1_1	-1000	1000			kegg.reaction/R07810;kegg.pathway/rn00531;kegg.module/M00079;kegg.orthology/K01207	Glycosaminoglycan degradation
R07855	phenylacetonitrile aminohydrolase	2 H2O[s] + Phenylacetonitrile[s] <=> Ammonia[s] + Phenylacetic acid[s]	ec-code/3.5.5.1	augustus_masked-NODE_5_length_492506_cov_27.4869_ID_9-processed-gene-3.236-mRNA-1_1	-1000	1000			kegg.reaction/R07855;kegg.pathway/rn00643;kegg.orthology/K01501	Styrene degradation
R07859		H2O[s] + Phosphatidylcholine[s] <=> 1-Acyl-sn-glycero-3-phosphocholine[s] + (9Z,12Z,15Z)-Octadecatrienoic acid[s]	ec-code/3.1.1.4	augustus_masked-NODE_6_length_431703_cov_27.3617_ID_11-processed-gene-2.33-mRNA-1_1 or augustus_masked-NODE_59_length_16377_cov_25.5487_ID_117-processed-gene-0.12-mRNA-1_1	-1000	1000			kegg.reaction/R07859;kegg.pathway/rn00592;kegg.orthology/K14674	alpha-Linolenic acid metabolism
R07887		ATP[s] + CoA[s] + 8-[(1R,2R)-3-Oxo-2-{(Z)-pent-2-enyl}cyclopentyl]octanoate[s] <=> Diphosphate[s] + AMP[s] + OPC8-CoA[s]	ec-code/6.2.1.-	augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-3.105-mRNA-1_1 or augustus_masked-NODE_38_length_115891_cov_36.554_ID_75-processed-gene-0.23-mRNA-1_1 or augustus_masked-NODE_46_length_97730_cov_27.4119_ID_91-processed-gene-0.105-mRNA-1_1	-1000	1000			kegg.reaction/R07887;kegg.pathway/rn00592;kegg.module/M00113;kegg.orthology/K10526	alpha-Linolenic acid metabolism
R07888		FAD[s] + OPC8-CoA[s] <=> FADH2[s] + trans-2-Enoyl-OPC8-CoA[s]	ec-code/1.3.3.6	augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-0.23-mRNA-1_1 or augustus_masked-NODE_18_length_280325_cov_26.708_ID_35-processed-gene-1.48-mRNA-1_1	-1000	1000			kegg.reaction/R07888;kegg.pathway/rn00592;kegg.module/M00113;kegg.orthology/K00232	alpha-Linolenic acid metabolism
R07891		Acetyl-CoA[s] + OPC6-CoA[s] <=> CoA[s] + 3-Oxo-OPC8-CoA[s]	ec-code/2.3.1.16	augustus_masked-NODE_24_length_234863_cov_28.0511_ID_47-processed-gene-1.29-mRNA-1_1	-1000	1000			kegg.reaction/R07891;kegg.pathway/rn00592;kegg.module/M00113;kegg.orthology/K07513	alpha-Linolenic acid metabolism
R07892		FAD[s] + OPC6-CoA[s] <=> FADH2[s] + trans-2-Enoyl-OPC6-CoA[s]	ec-code/1.3.3.6	augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-0.23-mRNA-1_1 or augustus_masked-NODE_18_length_280325_cov_26.708_ID_35-processed-gene-1.48-mRNA-1_1	-1000	1000			kegg.reaction/R07892;kegg.pathway/rn00592;kegg.module/M00113;kegg.orthology/K00232	alpha-Linolenic acid metabolism
R07895		Acetyl-CoA[s] + OPC4-CoA[s] <=> CoA[s] + 3-Oxo-OPC6-CoA[s]	ec-code/2.3.1.16	augustus_masked-NODE_24_length_234863_cov_28.0511_ID_47-processed-gene-1.29-mRNA-1_1	-1000	1000			kegg.reaction/R07895;kegg.pathway/rn00592;kegg.module/M00113;kegg.orthology/K07513	alpha-Linolenic acid metabolism
R07896		FAD[s] + OPC4-CoA[s] <=> FADH2[s] + trans-2-Enoyl-OPC4-CoA[s]	ec-code/1.3.3.6	augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-0.23-mRNA-1_1 or augustus_masked-NODE_18_length_280325_cov_26.708_ID_35-processed-gene-1.48-mRNA-1_1	-1000	1000			kegg.reaction/R07896;kegg.pathway/rn00592;kegg.module/M00113;kegg.orthology/K00232	alpha-Linolenic acid metabolism
R07899		Acetyl-CoA[s] + (+)-7-Isojasmonic acid CoA[s] <=> CoA[s] + 3-Oxo-OPC4-CoA[s]	ec-code/2.3.1.16	augustus_masked-NODE_24_length_234863_cov_28.0511_ID_47-processed-gene-1.29-mRNA-1_1	-1000	1000			kegg.reaction/R07899;kegg.pathway/rn00592;kegg.module/M00113;kegg.orthology/K07513	alpha-Linolenic acid metabolism
R07934		FAD[s] + (6Z,9Z,12Z,15Z,18Z,21Z)-Tetracosahexaenoyl-CoA[s] => FADH2[s] + (2E,6Z,9Z,12Z,15Z,18Z,21Z)-Tetracosahepta-2,6,9,12,15,18,21-enoyl-CoA[s]	ec-code/1.3.3.6	augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-0.23-mRNA-1_1 or augustus_masked-NODE_18_length_280325_cov_26.708_ID_35-processed-gene-1.48-mRNA-1_1	0	1000			kegg.reaction/R07934;kegg.pathway/rn01040;kegg.orthology/K00232	Biosynthesis of unsaturated fatty acids
R07937		Acetyl-CoA[s] + (4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoyl-CoA[s] <=> CoA[s] + (6Z,9Z,12Z,15Z,18Z,21Z)-3-Oxotetracosahexa-6,9,12,15,18,21-enoyl-CoA[s]	ec-code/2.3.1.16	augustus_masked-NODE_24_length_234863_cov_28.0511_ID_47-processed-gene-1.29-mRNA-1_1	-1000	1000			kegg.reaction/R07937;kegg.pathway/rn01040;kegg.orthology/K07513	Biosynthesis of unsaturated fatty acids
R07942	1-methylxanthine:oxygen oxidoreductase	H2O[s] + Oxygen[s] + 1-Methylxanthine[s] => Hydrogen peroxide[s] + 1-Methyluric acid[s]	ec-code/1.17.3.2	augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-3.112-mRNA-1_1	0	1000			kegg.reaction/R07942;kegg.pathway/rn00232;kegg.orthology/K00106	Caffeine metabolism
R07950		FAD[s] + (6Z,9Z,12Z,15Z,18Z)-Tetracosapentaenoyl-CoA[s] => FADH2[s] + (2E,6Z,9Z,12Z,15Z,18Z)-Tetracosahexa-2,6,9,12,15,18-enoyl-CoA[s]	ec-code/1.3.3.6	augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-0.23-mRNA-1_1 or augustus_masked-NODE_18_length_280325_cov_26.708_ID_35-processed-gene-1.48-mRNA-1_1	0	1000			kegg.reaction/R07950;kegg.pathway/rn01040;kegg.orthology/K00232	Biosynthesis of unsaturated fatty acids
R07953		Acetyl-CoA[s] + (4Z,7Z,10Z,13Z,16Z)-Docosapentaenoyl-CoA[s] <=> CoA[s] + (6Z,9Z,12Z,15Z,18Z)-3-Oxotetracosapenta-6,9,12,15,18-enoyl-CoA[s]	ec-code/2.3.1.16	augustus_masked-NODE_24_length_234863_cov_28.0511_ID_47-processed-gene-1.29-mRNA-1_1	-1000	1000			kegg.reaction/R07953;kegg.pathway/rn01040;kegg.orthology/K07513	Biosynthesis of unsaturated fatty acids
R07977	1,7-dimethylxanthine:oxygen oxidoreductase	H2O[s] + Oxygen[s] + 1,7-Dimethylxanthine[s] <=> Hydrogen peroxide[s] + 1,7-Dimethyluric acid[s]	ec-code/1.17.3.2	augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-3.112-mRNA-1_1	-1000	1000			kegg.reaction/R07977;kegg.pathway/rn00232;kegg.orthology/K00106	Caffeine metabolism
R07978	3,7-dimethylxanthine:oxygen oxidoreductase	H2O[s] + Oxygen[s] + Theobromine[s] => Hydrogen peroxide[s] + 3,7-Dimethyluric acid[s]	ec-code/1.17.3.2	augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-3.112-mRNA-1_1	0	1000			kegg.reaction/R07978;kegg.pathway/rn00232;kegg.orthology/K00106	Caffeine metabolism
R07979	7-methylxanthine:oxygen oxidoreductase	H2O[s] + Oxygen[s] + 7-Methylxanthine[s] => Hydrogen peroxide[s] + 7-Methyluric acid[s]	ec-code/1.17.3.2	augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-3.112-mRNA-1_1	0	1000			kegg.reaction/R07979;kegg.pathway/rn00232;kegg.orthology/K00106	Caffeine metabolism
R07981		2 H2O[s] + Oxygen[s] + 1,3,7-Trimethyluric acid[s] <=> CO2[s] + Hydrogen peroxide[s] + 3,6,8-Trimethylallantoin[s]	ec-code/1.7.3.3	augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-2.122-mRNA-1_1	-1000	1000			kegg.reaction/R07981;kegg.pathway/rn00232;kegg.orthology/K00365	Caffeine metabolism
R07998	5-deoxyleucopelargonidin:NADP+ 4-oxidoreductase	NADPH[s] + H+[s] + Garbanzol[s] => NADP+[s] + 5-Deoxyleucopelargonidin[s]	ec-code/1.1.1.219	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-16.175-mRNA-1_1	0	1000			kegg.reaction/R07998;kegg.pathway/rn00941;kegg.orthology/K13082	Flavonoid biosynthesis
R07999	5-deoxyleucocyanidin:NADP+ 4-oxidoreductase	NADPH[s] + H+[s] + Fustin[s] => NADP+[s] + Fisetinidol-4beta-ol[s]	ec-code/1.1.1.219	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-16.175-mRNA-1_1	0	1000			kegg.reaction/R07999;kegg.pathway/rn00941;kegg.orthology/K13082	Flavonoid biosynthesis
R08089		Acceptor[s] + Citronellyl-CoA[s] => Reduced acceptor[s] + Geranoyl-CoA[s]	ec-code/1.3.99.-	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-4.114-mRNA-1_1	0	1000			kegg.reaction/R08089;kegg.pathway/rn00281;kegg.orthology/K11731	Geraniol degradation
R08090	3-hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA acetate-lyase (7-methyl-3-oxooct-6-enoyl-CoA-forming)	3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA[s] => Acetate[s] + 7-Methyl-3-oxo-6-octenoyl-CoA[s]	ec-code/4.1.3.4;ec-code/4.1.3.26	augustus_masked-NODE_16_length_303609_cov_28.553_ID_31-processed-gene-0.14-mRNA-1_1	0	1000			kegg.reaction/R08090;kegg.pathway/rn00281;kegg.orthology/K01640;rhea/23087	Geraniol degradation
R08107		Phosphatidylethanolamine[s] + G00149[s] <=> 1,2-Diacyl-sn-glycerol[s] + G13044[s]		augustus_masked-NODE_18_length_280325_cov_26.708_ID_35-processed-gene-0.123-mRNA-1_1	-1000	1000			kegg.reaction/R08107;kegg.pathway/rn00563;kegg.module/M00065;kegg.orthology/K05288	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
R08146	farnesal:NAD+ oxidoreductase	H2O[s] + NAD+[s] + 2-trans,6-trans-Farnesal[s] => NADH[s] + H+[s] + Farnesoic acid[s]	ec-code/1.2.1.3	augustus_masked-NODE_38_length_115891_cov_36.554_ID_75-processed-gene-0.7-mRNA-1_1 or augustus_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-0.108-mRNA-1_1 or augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-2.54-mRNA-1_1 or augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-1.9-mRNA-1_1 or augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-4.22-mRNA-1_1	0	1000			kegg.reaction/R08146;kegg.pathway/rn00981;kegg.orthology/K00128;rhea/24219	Insect hormone biosynthesis
R08193	N-Acetyl-D-glucosamine 1-phosphate 1,6-phosphomutase	N-Acetyl-D-glucosamine 6-phosphate[s] <=> N-Acetyl-alpha-D-glucosamine 1-phosphate[s]	ec-code/5.4.2.3	augustus_masked-NODE_19_length_271016_cov_27.2153_ID_37-processed-gene-1.250-mRNA-1_1	-1000	1000			kegg.reaction/R08193;kegg.pathway/rn00520;kegg.orthology/K01836;rhea/23807	Amino sugar and nucleotide sugar metabolism
R08218	L-serine:tRNASec ligase (AMP-forming)	ATP[s] + L-Serine[s] + tRNA(Sec)[s] => Diphosphate[s] + AMP[s] + L-Seryl-tRNA(Sec)[s]	ec-code/6.1.1.11	augustus_masked-NODE_6_length_431703_cov_27.3617_ID_11-processed-gene-3.54-mRNA-1_1 or augustus_masked-NODE_12_length_347462_cov_28.1594_ID_23-processed-gene-0.14-mRNA-1_1	0	1000			kegg.reaction/R08218;kegg.pathway/rn00970;kegg.orthology/K01875;rhea/42583	Aminoacyl-tRNA biosynthesis
R08220	capecitabine hydrolase	H2O[s] + Capecitabine[s] => CO2[s] + 5'-Deoxy-5-fluorocytidine[s] + 1-Pentanol[s]	ec-code/3.1.1.1	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-16.180-mRNA-1_1 or augustus_masked-NODE_13_length_316427_cov_31.537_ID_25-processed-gene-2.30-mRNA-1_1 or augustus_masked-NODE_43_length_101563_cov_26.953_ID_85-processed-gene-0.20-mRNA-1_1	0	1000			kegg.reaction/R08220;kegg.pathway/rn00983;kegg.orthology/K01044;kegg.orthology/K03927	Drug metabolism - other enzymes
R08221	5'-deoxy-5-fluorocytidine aminohydrolase	H2O[s] + 5'-Deoxy-5-fluorocytidine[s] => Ammonia[s] + 5'-Deoxy-5-fluorouridine[s]	ec-code/3.5.4.5	maker-NODE_2_length_1276072_cov_27.1787_ID_3-augustus-gene-11.190-mRNA-1_1	0	1000			kegg.reaction/R08221;kegg.pathway/rn00983;kegg.orthology/K01489	Drug metabolism - other enzymes
R08227	5,6-dihydro-5-fluorouracil amidohydrolase	H2O[s] + 5,6-Dihydro-5-fluorouracil[s] => alpha-Fluoro-beta-ureidopropionic acid[s]	ec-code/3.5.2.2	maker-NODE_7_length_420504_cov_27.1491_ID_13-snap-gene-1.2-mRNA-1_1	0	1000			kegg.reaction/R08227;kegg.pathway/rn00983;kegg.orthology/K01464	Drug metabolism - other enzymes
R08231	5-fluorouridine monophosphate:diphosphate phospho-alpha-D-ribosyl-transferase	5-Phospho-alpha-D-ribose 1-diphosphate[s] + 5-FU[s] => Diphosphate[s] + 5-Fluorouridine monophosphate[s]	ec-code/2.4.2.10	maker-NODE_32_length_166735_cov_34.256_ID_63-augustus-gene-0.67-mRNA-1_1	0	1000			kegg.reaction/R08231;kegg.pathway/rn00983;kegg.orthology/K13421	Drug metabolism - other enzymes
R08232	ATP:5-fluorouridine 5'-phosphotransferase	ATP[s] + 5-Fluorouridine[s] => ADP[s] + 5-Fluorouridine monophosphate[s]	ec-code/2.7.1.48	augustus_masked-NODE_16_length_303609_cov_28.553_ID_31-processed-gene-0.8-mRNA-1_1	0	1000			kegg.reaction/R08232;kegg.pathway/rn00983;kegg.orthology/K00876	Drug metabolism - other enzymes
R08235	6-mercaptopurin:oxygen oxidoreductase	2 H2O[s] + 2 Oxygen[s] + 6-Mercaptopurine[s] => 2 Hydrogen peroxide[s] + 6-Thiourate[s]	ec-code/1.17.3.2	augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-3.112-mRNA-1_1	0	1000			kegg.reaction/R08235;kegg.pathway/rn00983;kegg.orthology/K00106	Drug metabolism - other enzymes
R08240	6-thioinosine 5'-monophosphate:NAD+ oxidoreductase	H2O[s] + NAD+[s] + 6-Thioinosine-5'-monophosphate[s] => NADH[s] + H+[s] + 6-Thioxanthine 5'-monophosphate[s]	ec-code/1.1.1.205	maker-NODE_1_length_1866239_cov_27.8708_ID_1-augustus-gene-15.52-mRNA-1_1	0	1000			kegg.reaction/R08240;kegg.pathway/rn00983;kegg.orthology/K00088	Drug metabolism - other enzymes
R08243	inosine triphosphate pyrophosphatase	H2O[s] + 6-Mercaptopurine ribonucleoside triphosphate[s] => Diphosphate[s] + 6-Thioinosine-5'-monophosphate[s]	ec-code/3.6.1.-	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-7.137-mRNA-1_1	0	1000			kegg.reaction/R08243;kegg.pathway/rn00983;kegg.orthology/K01519	Drug metabolism - other enzymes
R08244	6-thioxanthine 5'-monophosphate:L-glutamine amido-ligase (AMP-forming)	H2O[s] + ATP[s] + L-Glutamine[s] + 6-Thioxanthine 5'-monophosphate[s] => Diphosphate[s] + AMP[s] + L-Glutamate[s] + 6-Thioguanosine monophosphate[s]	ec-code/6.3.5.2	augustus_masked-NODE_17_length_297273_cov_27.7333_ID_33-processed-gene-0.13-mRNA-1_1	0	1000			kegg.reaction/R08244;kegg.pathway/rn00983;kegg.orthology/K01951	Drug metabolism - other enzymes
R08249	N-acetylisoniazid amidohydrolase	H2O[s] + N-Acetylisoniazid[s] => Isonicotinic acid[s] + Acetylhydrazine[s]	ec-code/3.1.1.1;ec-code/3.5.1.-	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-16.180-mRNA-1_1 or augustus_masked-NODE_13_length_316427_cov_31.537_ID_25-processed-gene-2.30-mRNA-1_1 or augustus_masked-NODE_43_length_101563_cov_26.953_ID_85-processed-gene-0.20-mRNA-1_1	0	1000			kegg.reaction/R08249;kegg.pathway/rn00983;kegg.orthology/K01044	Drug metabolism - other enzymes
R08251	isoniazid amidohydrolase	H2O[s] + Isoniazid[s] => Hydrazine[s] + Isonicotinic acid[s]	ec-code/3.1.1.1;ec-code/3.5.1.-	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-16.180-mRNA-1_1 or augustus_masked-NODE_13_length_316427_cov_31.537_ID_25-processed-gene-2.30-mRNA-1_1 or augustus_masked-NODE_43_length_101563_cov_26.953_ID_85-processed-gene-0.20-mRNA-1_1	0	1000			kegg.reaction/R08251;kegg.pathway/rn00983;kegg.orthology/K01044	Drug metabolism - other enzymes
R08255		H2O[s] + Irinotecan[s] => SN-38[s] + 1,4'-Bipiperidine-1'-carboxylic acid[s]	ec-code/3.1.1.1	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-16.180-mRNA-1_1 or augustus_masked-NODE_13_length_316427_cov_31.537_ID_25-processed-gene-2.30-mRNA-1_1 or augustus_masked-NODE_43_length_101563_cov_26.953_ID_85-processed-gene-0.20-mRNA-1_1	0	1000			kegg.reaction/R08255;kegg.pathway/rn00983;kegg.orthology/K01044;kegg.orthology/K03927	Drug metabolism - other enzymes
R08258		H2O[s] + NPC[s] => SN-38[s] + 4-Amino-1-piperidinecarboxylic acid[s]	ec-code/3.1.1.1	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-16.180-mRNA-1_1 or augustus_masked-NODE_13_length_316427_cov_31.537_ID_25-processed-gene-2.30-mRNA-1_1 or augustus_masked-NODE_43_length_101563_cov_26.953_ID_85-processed-gene-0.20-mRNA-1_1	0	1000			kegg.reaction/R08258;kegg.pathway/rn00983;kegg.orthology/K01044;kegg.orthology/K03927	Drug metabolism - other enzymes
R08266	tamoxifen,NADPH:oxygen oxidoreductase (N-oxide-forming)	NADPH[s] + Oxygen[s] + H+[s] + Tamoxifen[s] => H2O[s] + NADP+[s] + Tamoxifen N-oxide[s]	ec-code/1.14.13.8	snap_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-10.94-mRNA-1_1	0	1000			kegg.reaction/R08266;kegg.pathway/rn00982;kegg.orthology/K00485	Drug metabolism - cytochrome P450
R08281	alcophosphamide:NAD+ oxidoreductase	NADH[s] + H+[s] + Aldophosphamide[s] => NAD+[s] + Alcophosphamide[s]	ec-code/1.1.1.1	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-11.284-mRNA-1_1 or augustus_masked-NODE_31_length_167482_cov_25.969_ID_61-processed-gene-0.7-mRNA-1_1 or augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-1.20-mRNA-1_1 or augustus_masked-NODE_18_length_280325_cov_26.708_ID_35-processed-gene-1.19-mRNA-1_1 or augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-2.77-mRNA-1_1	0	1000			kegg.reaction/R08281;kegg.pathway/rn00982;kegg.orthology/K00001;kegg.orthology/K00121;kegg.orthology/K13953	Drug metabolism - cytochrome P450
R08282	carboxyphosphamide:NAD+ oxidoreductase	H2O[s] + NAD+[s] + Aldophosphamide[s] => NADH[s] + H+[s] + Carboxyphosphamide[s]	ec-code/1.2.1.5	augustus_masked-NODE_25_length_227728_cov_27.0207_ID_49-processed-gene-0.29-mRNA-1_1 or augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-2.54-mRNA-1_1 or augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-1.9-mRNA-1_1 or augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-4.22-mRNA-1_1	0	1000			kegg.reaction/R08282;kegg.pathway/rn00982;kegg.orthology/K00129	Drug metabolism - cytochrome P450
R08283	carboxyphosphamide:NADP+ oxidoreductase	H2O[s] + NADP+[s] + Aldophosphamide[s] => NADPH[s] + H+[s] + Carboxyphosphamide[s]	ec-code/1.2.1.5	augustus_masked-NODE_25_length_227728_cov_27.0207_ID_49-processed-gene-0.29-mRNA-1_1 or augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-2.54-mRNA-1_1 or augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-1.9-mRNA-1_1 or augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-4.22-mRNA-1_1	0	1000			kegg.reaction/R08283;kegg.pathway/rn00982;kegg.orthology/K00129	Drug metabolism - cytochrome P450
R08306	2-phenyl-1,3-propanediol monocarbamate:NAD+ oxidoreductase	NAD+[s] + 2-Phenyl-1,3-propanediol monocarbamate[s] => NADH[s] + H+[s] + 3-Carbamoyl-2-phenylpropionaldehyde[s]	ec-code/1.1.1.1	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-11.284-mRNA-1_1 or augustus_masked-NODE_31_length_167482_cov_25.969_ID_61-processed-gene-0.7-mRNA-1_1 or augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-1.20-mRNA-1_1 or augustus_masked-NODE_18_length_280325_cov_26.708_ID_35-processed-gene-1.19-mRNA-1_1 or augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-2.77-mRNA-1_1	0	1000			kegg.reaction/R08306;kegg.pathway/rn00982;kegg.orthology/K00001;kegg.orthology/K00121;kegg.orthology/K13953	Drug metabolism - cytochrome P450
R08307	3-carbamoyl-2-phenylpropionaldehyde:NAD+ oxidoreductase	H2O[s] + NAD+[s] + 3-Carbamoyl-2-phenylpropionaldehyde[s] => NADH[s] + H+[s] + 3-Carbamoyl-2-phenylpropionic acid[s]	ec-code/1.2.1.5	augustus_masked-NODE_25_length_227728_cov_27.0207_ID_49-processed-gene-0.29-mRNA-1_1 or augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-2.54-mRNA-1_1 or augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-1.9-mRNA-1_1 or augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-4.22-mRNA-1_1	0	1000			kegg.reaction/R08307;kegg.pathway/rn00982;kegg.orthology/K00129	Drug metabolism - cytochrome P450
R08310	4-hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one:NAD+ oxidoreductase	NAD+[s] + 4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one[s] => NADH[s] + H+[s] + 5-Phenyl-1,3-oxazinane-2,4-dione[s]	ec-code/1.1.1.1	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-11.284-mRNA-1_1 or augustus_masked-NODE_31_length_167482_cov_25.969_ID_61-processed-gene-0.7-mRNA-1_1 or augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-1.20-mRNA-1_1 or augustus_masked-NODE_18_length_280325_cov_26.708_ID_35-processed-gene-1.19-mRNA-1_1 or augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-2.77-mRNA-1_1	0	1000			kegg.reaction/R08310;kegg.pathway/rn00982;kegg.orthology/K00001;kegg.orthology/K00121;kegg.orthology/K13953	Drug metabolism - cytochrome P450
R08349	citalopram aldehyde:oxygen oxidoreductase	H2O[s] + Oxygen[s] + Citalopram aldehyde[s] => Hydrogen peroxide[s] + Citalopram propionic acid[s]	ec-code/1.2.3.1	augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-3.112-mRNA-1_1	0	1000			kegg.reaction/R08349;kegg.pathway/rn00982;kegg.orthology/K00157	Drug metabolism - cytochrome P450
R08359	S-adenosylmethioninamine:cadaverine 3-aminopropyltransferase	S-Adenosylmethioninamine[s] + Cadaverine[s] => 5'-Methylthioadenosine[s] + Aminopropylcadaverine[s]	ec-code/2.5.1.16	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-0.8-mRNA-1_1 or augustus_masked-NODE_5_length_492506_cov_27.4869_ID_9-processed-gene-1.0-mRNA-1_1	0	1000			kegg.reaction/R08359;kegg.pathway/rn00480;kegg.orthology/K00797;rhea/33390	Glutathione metabolism
