"ID"	"NAME"	"EQUATION"	"EC.NUMBER"	"GENE.ASSOCIATION"	"LOWER.BOUND"	"UPPER.BOUND"	"OBJECTIVE"	"COMPARTMENT"	"MIRIAM"	"SUBSYSTEM"	"REPLACEMENT.ID"	"NOTE"	"REFERENCE"	"CONFIDENCE.SCORE"	"other"
"R09414"	""	"1,2,3,4-Tetrahydro-alpha,7-dihydroxy-beta-(hydroxymethyl)-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-propanal[s] => 6-[2,3-Dihydroxy-1-(hydroxymethyl)propyl]-1,2-dihydro-7-hydroxy-9-methoxy-cyclopenta[c][1]benzopyran-3,4-dione[s]"	""	"yHMPu5000034761_Lipomyces_lipofer@Seq_3602 or yHMPu5000034761_Lipomyces_lipofer@Seq_6987 or yHMPu5000034761_Lipomyces_lipofer@Seq_4736 or yHMPu5000034761_Lipomyces_lipofer@Seq_6484 or yHMPu5000034748_Lipomyces_oligophaga@Seq_3236 or Fusarium_graminearum@Seq_1927 or Saccharomyces_uvarum@Seq_3000 or yHMPu5000034754_Lipomyces_arxii@Seq_4440"	0	1000	NA	NA	"kegg.reaction/R09414;kegg.pathway/rn00980;kegg.orthology/K15303"	"Metabolism of xenobiotics by cytochrome P450"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R09415"	""	"alpha-(1,2-Dihydroxyethyl)-1,2,3,4-tetrahydro-7-hydroxy-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-acetaldehyde[s] => 6-[2,3-Dihydroxy-1-(hydroxymethyl)propyl]-1,2-dihydro-7-hydroxy-9-methoxy-cyclopenta[c][1]benzopyran-3,4-dione[s]"	""	"yHMPu5000034761_Lipomyces_lipofer@Seq_3602 or yHMPu5000034761_Lipomyces_lipofer@Seq_6987 or yHMPu5000034761_Lipomyces_lipofer@Seq_4736 or yHMPu5000034761_Lipomyces_lipofer@Seq_6484 or yHMPu5000034748_Lipomyces_oligophaga@Seq_3236 or Fusarium_graminearum@Seq_1927 or Saccharomyces_uvarum@Seq_3000 or yHMPu5000034754_Lipomyces_arxii@Seq_4440"	0	1000	NA	NA	"kegg.reaction/R09415;kegg.pathway/rn00980;kegg.orthology/K15303"	"Metabolism of xenobiotics by cytochrome P450"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R09416"	""	"NADPH[s] + Oxygen[s] + H+[s] + 7,12-Dimethylbenz[a]anthracene[s] => H2O[s] + NADP+[s] + 1a,11b-Dihydro-4,9-dimethylbenz[a]anthra[3,4-b]oxirene[s]"	"ec-code/1.14.14.1"	"Stagonospora_nodorum@Seq_1625 or Neurospora_crassa@Seq_6565 or Neurospora_crassa@Seq_1100"	0	1000	NA	NA	"kegg.reaction/R09416;kegg.pathway/rn00980;kegg.orthology/K07410"	"Metabolism of xenobiotics by cytochrome P450"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R09417"	"microsomal epoxide hydrolase"	"H2O[s] + 1a,11b-Dihydro-4,9-dimethylbenz[a]anthra[3,4-b]oxirene[s] => trans-3,4-Dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene[s]"	"ec-code/3.3.2.9"	"Xylona_heveae@Seq_3776 or Arthrobotrys_oligospora@Seq_10682 or Stagonospora_nodorum@Seq_261 or Fusarium_graminearum@Seq_4714"	0	1000	NA	NA	"kegg.reaction/R09417;kegg.pathway/rn00980;kegg.orthology/K01253"	"Metabolism of xenobiotics by cytochrome P450"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R09418"	""	"NADPH[s] + Oxygen[s] + H+[s] + trans-3,4-Dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene[s] => H2O[s] + NADP+[s] + (1aalpha,2beta,3alpha,11calpha)-1a,2,3,11c-Tetrahydro-6,11-dimethylbenzo[6,7]phenanthro[3,4-b]oxirene-2,3-diol[s]"	"ec-code/1.14.14.1"	"Stagonospora_nodorum@Seq_11395 or Sporopachydermia_quercuum@Seq_5820 or Fusarium_graminearum@Seq_3680 or yHMPu5000034742_Lipomyces_suomiensis@Seq_5736 or Stagonospora_nodorum@Seq_1625 or Aspergillus_nidulans@Seq_3801 or Stagonospora_nodorum@Seq_7114 or Stagonospora_nodorum@Seq_1491 or Neurospora_crassa@Seq_6565 or Neurospora_crassa@Seq_1100"	0	1000	NA	NA	"kegg.reaction/R09418;kegg.pathway/rn00980;kegg.orthology/K07408;kegg.orthology/K07410"	"Metabolism of xenobiotics by cytochrome P450"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R09420"	"carbonyl reductase"	"NADPH[s] + H+[s] + 4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone[s] => NADP+[s] + 4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol[s]"	"ec-code/1.1.1.146;ec-code/1.1.1.184;ec-code/1.3.1.20"	"Saitoella_complicata@Seq_378"	0	1000	NA	NA	"kegg.reaction/R09420;kegg.pathway/rn00980;kegg.orthology/K00079"	"Metabolism of xenobiotics by cytochrome P450"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R09423"	""	"NADPH[s] + Oxygen[s] + H+[s] + 4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone[s] => H2O[s] + NADP+[s] + 4-Hydroxy-4-(methylnitrosoamino)-1-(3-pyridinyl)-1-butanone[s]"	"ec-code/1.14.13.-;ec-code/1.14.14.1"	"Stagonospora_nodorum@Seq_11395 or Sporopachydermia_quercuum@Seq_5820 or Fusarium_graminearum@Seq_3680 or yHMPu5000034742_Lipomyces_suomiensis@Seq_5736 or Stagonospora_nodorum@Seq_1625 or Aspergillus_nidulans@Seq_3801 or Stagonospora_nodorum@Seq_7114 or Stagonospora_nodorum@Seq_1491 or Neurospora_crassa@Seq_6565 or Neurospora_crassa@Seq_1100"	0	1000	NA	NA	"kegg.reaction/R09423;kegg.pathway/rn00980;kegg.orthology/K07408"	"Metabolism of xenobiotics by cytochrome P450"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R09442"	""	"NADPH[s] + Oxygen[s] + H+[s] + 7,12-Dimethylbenz[a]anthracene[s] => H2O[s] + NADP+[s] + 7,12-Dimethylbenz[a]anthracene 5,6-oxide[s]"	"ec-code/1.14.14.1"	"Stagonospora_nodorum@Seq_11395 or Sporopachydermia_quercuum@Seq_5820 or Fusarium_graminearum@Seq_3680 or yHMPu5000034742_Lipomyces_suomiensis@Seq_5736 or Stagonospora_nodorum@Seq_1625 or Aspergillus_nidulans@Seq_3801 or Stagonospora_nodorum@Seq_7114 or Stagonospora_nodorum@Seq_1491 or Neurospora_crassa@Seq_6565 or Neurospora_crassa@Seq_1100"	0	1000	NA	NA	"kegg.reaction/R09442;kegg.pathway/rn00980;kegg.orthology/K07408;kegg.orthology/K07410"	"Metabolism of xenobiotics by cytochrome P450"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R09443"	"microsomal epoxide hydrolase"	"H2O[s] + 7,12-Dimethylbenz[a]anthracene 5,6-oxide[s] => trans-5,6-Dihydro-5,6-dihydroxy-7,12-dimethylbenz[a]anthracene[s]"	"ec-code/3.3.2.9"	"Xylona_heveae@Seq_3776 or Arthrobotrys_oligospora@Seq_10682 or Stagonospora_nodorum@Seq_261 or Fusarium_graminearum@Seq_4714"	0	1000	NA	NA	"kegg.reaction/R09443;kegg.pathway/rn00980;kegg.orthology/K01253"	"Metabolism of xenobiotics by cytochrome P450"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R09451"	"Hexadecanoic acid:fatty acid omega-hydroxylase"	"Oxygen[s] + Hexadecanoic acid[s] + [Reduced NADPH---hemoprotein reductase][s] <=> H2O[s] + [Oxidized NADPH---hemoprotein reductase][s] + 16-Hydroxypalmitate[s]"	"ec-code/1.14.14.80;ec-code/1.14.-.-"	"Candida_sojae@Seq_1969 or Metschnikowia_proteae@Seq_5184 or yHMPu5000034988_Candida_fructus@Seq_3993 or Candida_intermedia@Seq_5160 or yHMPu5000035244_Candida_incommunis@Seq_625 or Yarrowia_deformans@Seq_1803 or Aspergillus_nidulans@Seq_3108 or yHMPu5000035633_Candida_hispaniensis@Seq_666 or yHMPu5000034646_Wickerhamiella_cacticola@Seq_1610 or yHMPu5000034754_Lipomyces_arxii@Seq_5516 or Candida_versatilis@Seq_4155 or Botrytis_cinerea@Seq_11070 or Aspergillus_nidulans@Seq_3202 or yHMPu5000034974_Deakozyma_indianensis@Seq_4833 or yHMPu5000034990_Candida_corydali@Seq_887 or Stagonospora_nodorum@Seq_8251 or yHMPu5000034748_Lipomyces_oligophaga@Seq_594 or yHMPu5000034605_Spencermartinsiella_europaea@Seq_5514 or yHMPu5000034974_Deakozyma_indianensis@Seq_1992 or Lodderomyces_elongisporus@Seq_5898 or Fusarium_graminearum@Seq_9970 or Neurospora_crassa@Seq_3620 or yHMPu5000034673_Blastobotrys_nivea@Seq_7790"	-1000	1000	NA	NA	"kegg.reaction/R09451;kegg.pathway/rn00073;kegg.orthology/K20495;rhea/40202"	"Cutin, suberine and wax biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R09452"	"(9Z)-Octadecenoic acid,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (omega-hydroxylating)"	"Oxygen[s] + (9Z)-Octadecenoic acid[s] + [Reduced NADPH---hemoprotein reductase][s] => H2O[s] + [Oxidized NADPH---hemoprotein reductase][s] + 18-Hydroxyoleate[s]"	"ec-code/1.14.14.80"	"Candida_sojae@Seq_1969 or Metschnikowia_proteae@Seq_5184 or yHMPu5000034988_Candida_fructus@Seq_3993 or Candida_intermedia@Seq_5160 or yHMPu5000035244_Candida_incommunis@Seq_625 or Yarrowia_deformans@Seq_1803 or Aspergillus_nidulans@Seq_3108 or yHMPu5000035633_Candida_hispaniensis@Seq_666 or yHMPu5000034646_Wickerhamiella_cacticola@Seq_1610 or yHMPu5000034754_Lipomyces_arxii@Seq_5516 or Candida_versatilis@Seq_4155 or Botrytis_cinerea@Seq_11070 or Aspergillus_nidulans@Seq_3202 or yHMPu5000034974_Deakozyma_indianensis@Seq_4833 or yHMPu5000034990_Candida_corydali@Seq_887 or Stagonospora_nodorum@Seq_8251 or yHMPu5000034748_Lipomyces_oligophaga@Seq_594 or yHMPu5000034605_Spencermartinsiella_europaea@Seq_5514 or yHMPu5000034974_Deakozyma_indianensis@Seq_1992 or Lodderomyces_elongisporus@Seq_5898 or Fusarium_graminearum@Seq_9970 or Neurospora_crassa@Seq_3620 or yHMPu5000034673_Blastobotrys_nivea@Seq_7790"	0	1000	NA	NA	"kegg.reaction/R09452;kegg.pathway/rn00073;kegg.orthology/K15401;kegg.orthology/K20495;rhea/41731"	"Cutin, suberine and wax biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R09454"	"docosanoate,NADPH:oxygen oxidoreductase (22-hydroxylating)"	"NADPH[s] + Oxygen[s] + H+[s] + Docosanoic acid[s] => H2O[s] + NADP+[s] + 22-Hydroxydocosanoate[s]"	"ec-code/1.14.-.-"	"Candida_sojae@Seq_1969 or yHMPu5000035244_Candida_incommunis@Seq_625 or Yarrowia_deformans@Seq_1803 or Aspergillus_nidulans@Seq_3108 or yHMPu5000034646_Wickerhamiella_cacticola@Seq_1610 or Candida_versatilis@Seq_4155 or Botrytis_cinerea@Seq_11070 or Aspergillus_nidulans@Seq_3202 or Neurospora_crassa@Seq_3620"	0	1000	NA	NA	"kegg.reaction/R09454;kegg.pathway/rn00073;kegg.orthology/K15402"	"Cutin, suberine and wax biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R09462"	"oleate:lipid-hydroperoxide oxidoreductase (9,10-epoxidising)"	"(9Z)-Octadecenoic acid[s] + Lipid hydroperoxide[s] => Alcohol[s] + cis-9,10-Epoxystearic acid[s]"	"ec-code/1.11.2.3"	"Lipomyces_starkeyi@Seq_45 or Stagonospora_nodorum@Seq_7318"	0	1000	NA	NA	"kegg.reaction/R09462;kegg.pathway/rn00073;kegg.orthology/K17991"	"Cutin, suberine and wax biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R09463"	"18-hydroxyoleate:lipid-hydroperoxide oxidoreductase (9,10-epoxidising)"	"Lipid hydroperoxide[s] + 18-Hydroxyoleate[s] => Alcohol[s] + 9,10-Epoxy-18-hydroxystearate[s]"	"ec-code/1.11.2.3"	"Lipomyces_starkeyi@Seq_45 or Stagonospora_nodorum@Seq_7318"	0	1000	NA	NA	"kegg.reaction/R09463;kegg.pathway/rn00073;kegg.orthology/K17991"	"Cutin, suberine and wax biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R09562"	"S-(2E,6E)-farnesyl-L-cysteine oxidase"	"H2O[s] + Oxygen[s] + Farnesylcysteine[s] <=> Hydrogen peroxide[s] + L-Cysteine[s] + 2-trans,6-trans-Farnesal[s]"	"ec-code/1.8.3.5;ec-code/1.8.3.6"	"yHMPu5000034607_Saccharomycopsis_capsularis@Seq_1538 or yHMPu5000041693_Debaryomyces_nepalensis@Seq_2133"	-1000	1000	NA	NA	"kegg.reaction/R09562;kegg.pathway/rn00900;kegg.orthology/K05906;rhea/30234"	"Terpenoid backbone biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R09597"	"L-lysine:[tRNA(Ile2)]-cytidine34 ligase (AMP-forming)"	"ATP[s] + L-Lysine[s] + [tRNA(Ile2)]-cytidine34[s] <=> H2O[s] + Diphosphate[s] + AMP[s] + [tRNA(Ile2)]-lysidine34[s]"	"ec-code/6.3.4.19"	"Ascoidea_rubescens@Seq_2675"	-1000	1000	NA	NA	"kegg.reaction/R09597;kegg.orthology/K04075;rhea/43747"	""	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R09601"	"all-trans-8'-apo-beta-carotenal:oxygen 15,15'-oxidoreductase (bond-cleaving)"	"Oxygen[s] + all-trans-8'-Apo-beta-carotenal[s] <=> Retinal[s] + (2E,4E,6E)-2,6-Dimethylocta-2,4,6-trienedial[s]"	"ec-code/1.13.11.75"	"Botrytis_cinerea@Seq_8682"	-1000	1000	NA	NA	"kegg.reaction/R09601;kegg.orthology/K00464;rhea/26388"	""	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R09660"	"S-methyl-5'-thioadenosine amidohydrolase"	"H2O[s] + 5'-Methylthioadenosine[s] <=> Ammonia[s] + 5'-S-Methyl-5'-thioinosine[s]"	"ec-code/3.5.4.31"	"Aspergillus_nidulans@Seq_1163 or yHMPu5000034671_Blastobotrys_peoriensis@Seq_1208"	-1000	1000	NA	NA	"kegg.reaction/R09660;kegg.pathway/rn00270;kegg.orthology/K12960"	"Cysteine and methionine metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R09672"	"[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine N-acetylglucosaminyl hydrolase"	"H2O[s] + [Protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine[s] <=> N-Acetyl-D-glucosamine[s] + [Protein]-L-serine[s]"	"ec-code/3.2.1.169"	"yHMPu5000034675_Blastobotrys_mokoenaii@Seq_3416"	-1000	1000	NA	NA	"kegg.reaction/R09672;kegg.orthology/K15719;rhea/48879"	""	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R09673"	"[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-threonine N-acetylglucosaminyl hydrolase"	"H2O[s] + [Protein]-3-O-(N-acetyl-D-glucosaminyl)-L-threonine[s] <=> N-Acetyl-D-glucosamine[s] + [Protein]-L-threonine[s]"	"ec-code/3.2.1.169"	"yHMPu5000034675_Blastobotrys_mokoenaii@Seq_3416"	-1000	1000	NA	NA	"kegg.reaction/R09673;kegg.orthology/K15719;rhea/48895"	""	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R09676"	"UDP-N-acetyl-D-glucosamine:protein-O-beta-N-acetyl-D-glucosaminyl transferase"	"UDP-N-acetyl-alpha-D-glucosamine[s] + [Protein]-L-serine[s] <=> UDP[s] + [Protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine[s]"	"ec-code/2.4.1.255"	"Nadsonia_fulvescens_var_elongata@Seq_1278"	-1000	1000	NA	NA	"kegg.reaction/R09676;kegg.orthology/K09667;rhea/48907"	""	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R09692"	"15-cis-phytoene:acceptor oxidoreductase"	"Acceptor[s] + 15-cis-Phytoene[s] <=> Reduced acceptor[s] + all-trans-Phytofluene[s]"	"ec-code/1.3.99.28;ec-code/1.3.99.29;ec-code/1.3.99.30;ec-code/1.3.99.31"	"Sclerotinia_sclerotiorum@Seq_11605"	-1000	1000	NA	NA	"kegg.reaction/R09692;kegg.pathway/rn00906;kegg.orthology/K15745;rhea/30606"	"Carotenoid biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R09726"	"ATP:molybdopterin adenylyltransferase"	"ATP[s] + Molybdopterin[s] <=> Diphosphate[s] + Adenylated molybdopterin[s]"	"ec-code/2.7.7.75"	"Komagataella_pastoris@Seq_4464 or yHMPu5000034631_Martiniozyma_abiesophila@Seq_4506"	-1000	1000	NA	NA	"kegg.reaction/R09726;kegg.pathway/rn00790;kegg.orthology/K15376"	"Folate biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R09735"	"adenylyl-molybdopterin:molybdate molybdate transferase (AMP-forming)"	"Molybdate[s] + Adenylated molybdopterin[s] <=> H2O[s] + AMP[s] + Molybdoenzyme molybdenum cofactor[s]"	"ec-code/2.10.1.1"	"Neurospora_crassa@Seq_2976 or Komagataella_pastoris@Seq_4464 or yHMPu5000034631_Martiniozyma_abiesophila@Seq_4506"	-1000	1000	NA	NA	"kegg.reaction/R09735;kegg.pathway/rn00790;kegg.orthology/K03750;kegg.orthology/K15376;rhea/35050"	"Folate biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R09761"	""	"Castasterone[s] => 26-Hydroxycastasterone[s]"	"ec-code/1.14.-.-"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_4105"	0	1000	NA	NA	"kegg.reaction/R09761;kegg.pathway/rn00905;kegg.orthology/K15639"	"Brassinosteroid biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R09762"	""	"Brassinolide[s] => 26-Hydroxybrassinolide[s]"	"ec-code/1.14.-.-"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_4105"	0	1000	NA	NA	"kegg.reaction/R09762;kegg.pathway/rn00905;kegg.orthology/K15639"	"Brassinosteroid biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R09782"	"torulene:oxygen 4',5'-oxidoreductase (bond-cleaving)"	"Oxygen[s] + Torulene[s] <=> 3-Methyl-2-butenal[s] + 4'-Apo-beta,psi-caroten-4'-al[s]"	"ec-code/1.13.11.59"	"Aspergillus_nidulans@Seq_4495"	-1000	1000	NA	NA	"kegg.reaction/R09782;kegg.pathway/rn00906;kegg.orthology/K17842"	"Carotenoid biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R09811"	"linoleate:oxygen (10R)-oxidoreductase"	"Oxygen[s] + Linoleate[s] => (8E,10R,12Z)-10-Hydroperoxy-8,12-octadecadienoate[s]"	"ec-code/1.13.11.62"	"Arthrobotrys_oligospora@Seq_7505 or Arthrobotrys_oligospora@Seq_3449"	0	1000	NA	NA	"kegg.reaction/R09811;kegg.pathway/rn00591;kegg.orthology/K17862;rhea/31698"	"Linoleic acid metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R09905"	"(8R,9Z,12Z)-8-hydroperoxyoctadeca-9,12-dienoate hydroxymutase [(5S,8R,9Z,12Z)-5,8-dihydroxyoctadeca-9,12-dienoate-forming]"	"8(R)-HPODE[s] => 5S,8R-DiHODE[s]"	"ec-code/5.4.4.5"	"Arthrobotrys_oligospora@Seq_7505 or Arthrobotrys_oligospora@Seq_3449"	0	1000	NA	NA	"kegg.reaction/R09905;kegg.pathway/rn00591;kegg.orthology/K17863;rhea/31582"	"Linoleic acid metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R09951"	"1D-chiro-inositol:NAD+ oxidoreductase"	"NAD+[s] + 1D-chiro-Inositol[s] <=> NADH[s] + H+[s] + 1-Keto-D-chiro-inositol[s]"	"ec-code/1.1.1.369"	"Aspergillus_nidulans@Seq_8487 or Aspergillus_nidulans@Seq_1113 or yHMPu5000034669_Blastobotrys_raffinofermentans@Seq_2862 or yHMPu5000034675_Blastobotrys_mokoenaii@Seq_717 or yHMPu5000041824_Debaryomyces_subglobosus@Seq_1557"	-1000	1000	NA	NA	"kegg.reaction/R09951;kegg.pathway/rn00562;kegg.orthology/K00010;rhea/25835"	"Inositol phosphate metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R10035"	"beta-D-glucoside glucohydrolase"	"H2O[s] + Dhurrin[s] => beta-D-Glucose[s] + (S)-4-Hydroxymandelonitrile[s]"	"ec-code/3.2.1.21"	"yHMPu5000034671_Blastobotrys_peoriensis@Seq_2677 or yHMPu5000034670_Blastobotrys_proliferans@Seq_558 or yHMPu5000034670_Blastobotrys_proliferans@Seq_4000 or yHMPu5000034667_Blastobotrys_serpentis@Seq_284 or Sclerotinia_sclerotiorum@Seq_5697 or Aspergillus_nidulans@Seq_9981 or yHMPu5000034673_Blastobotrys_nivea@Seq_5425 or yHMPu5000034673_Blastobotrys_nivea@Seq_4688 or yHMPu5000034673_Blastobotrys_nivea@Seq_3651 or yHMPu5000034673_Blastobotrys_nivea@Seq_6857 or Metschnikowia_santaceciliae@Seq_5740 or Sclerotinia_sclerotiorum@Seq_8569 or Aspergillus_nidulans@Seq_3040 or Fusarium_graminearum@Seq_4311 or Fusarium_graminearum@Seq_4796 or Stagonospora_nodorum@Seq_11044 or Botrytis_cinerea@Seq_14818 or yHMPu5000034670_Blastobotrys_proliferans@Seq_7210 or Aspergillus_nidulans@Seq_6781 or yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_598 or Arxula_adeninivorans@Seq_4284 or yHMPu5000034671_Blastobotrys_peoriensis@Seq_2058 or yHMPu5000034673_Blastobotrys_nivea@Seq_9625 or yHMPu5000034671_Blastobotrys_peoriensis@Seq_4470 or yHMPu5000034673_Blastobotrys_nivea@Seq_8338 or yHMPu5000034754_Lipomyces_arxii@Seq_2760 or Aspergillus_nidulans@Seq_1082 or yHMPu5000034754_Lipomyces_arxii@Seq_7446 or yHMPu5000034754_Lipomyces_arxii@Seq_4198 or yHMPu5000034673_Blastobotrys_nivea@Seq_5973 or yHMPu5000034648_Candida_restingae@Seq_1137 or yHMPu5000034671_Blastobotrys_peoriensis@Seq_324 or yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_3998 or Metschnikowia_dekortum@Seq_4738 or Yarrowia_deformans@Seq_1172 or Metschnikowia_lockheadii@Seq_4016 or yHMPu5000035045_Barnettozyma_hawaiiensis@Seq_1453 or yHMPu5000034892_Ogataea_pilisensis@Seq_3452 or Stagonospora_nodorum@Seq_7494"	0	1000	NA	NA	"kegg.reaction/R10035;kegg.pathway/rn00460;kegg.orthology/K01188;kegg.orthology/K05349;kegg.orthology/K05350"	"Cyanoamino acid metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R10039"	"beta-D-glucoside glucohydrolase"	"H2O[s] + Lotaustralin[s] => beta-D-Glucose[s] + (2R)-2-Hydroxy-2-methylbutanenitrile[s]"	"ec-code/3.2.1.21"	"yHMPu5000034671_Blastobotrys_peoriensis@Seq_2677 or yHMPu5000034670_Blastobotrys_proliferans@Seq_558 or yHMPu5000034670_Blastobotrys_proliferans@Seq_4000 or yHMPu5000034667_Blastobotrys_serpentis@Seq_284 or Sclerotinia_sclerotiorum@Seq_5697 or Aspergillus_nidulans@Seq_9981 or yHMPu5000034673_Blastobotrys_nivea@Seq_5425 or yHMPu5000034673_Blastobotrys_nivea@Seq_4688 or yHMPu5000034673_Blastobotrys_nivea@Seq_3651 or yHMPu5000034673_Blastobotrys_nivea@Seq_6857 or Metschnikowia_santaceciliae@Seq_5740 or Sclerotinia_sclerotiorum@Seq_8569 or Aspergillus_nidulans@Seq_3040 or Fusarium_graminearum@Seq_4311 or Fusarium_graminearum@Seq_4796 or Stagonospora_nodorum@Seq_11044 or Botrytis_cinerea@Seq_14818 or yHMPu5000034670_Blastobotrys_proliferans@Seq_7210 or Aspergillus_nidulans@Seq_6781 or yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_598 or Arxula_adeninivorans@Seq_4284 or yHMPu5000034671_Blastobotrys_peoriensis@Seq_2058 or yHMPu5000034673_Blastobotrys_nivea@Seq_9625 or yHMPu5000034671_Blastobotrys_peoriensis@Seq_4470 or yHMPu5000034673_Blastobotrys_nivea@Seq_8338 or yHMPu5000034754_Lipomyces_arxii@Seq_2760 or Aspergillus_nidulans@Seq_1082 or yHMPu5000034754_Lipomyces_arxii@Seq_7446 or yHMPu5000034754_Lipomyces_arxii@Seq_4198 or yHMPu5000034673_Blastobotrys_nivea@Seq_5973 or yHMPu5000034648_Candida_restingae@Seq_1137 or yHMPu5000034671_Blastobotrys_peoriensis@Seq_324 or yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_3998 or Metschnikowia_dekortum@Seq_4738 or Yarrowia_deformans@Seq_1172 or Metschnikowia_lockheadii@Seq_4016 or yHMPu5000035045_Barnettozyma_hawaiiensis@Seq_1453 or yHMPu5000034892_Ogataea_pilisensis@Seq_3452 or Stagonospora_nodorum@Seq_7494"	0	1000	NA	NA	"kegg.reaction/R10039;kegg.pathway/rn00460;kegg.orthology/K01188;kegg.orthology/K05349;kegg.orthology/K05350"	"Cyanoamino acid metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
