"EC"	"query"
"3.2.1.65"	"yHMPu5000034761_Lipomyces_lipofer@Seq_7788"
"2.1.1.197"	"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_4751"
"3.1.1.85"	"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_4751"
"2.7.7.52"	"Sclerotinia_sclerotiorum@Seq_13976"
"3.1.1.74"	"Fusarium_graminearum@Seq_8974"
"3.4.14.9"	"Neurospora_crassa@Seq_1362"
"4.2.2.2"	"Botrytis_cinerea@Seq_15834"
"3.4.23.24"	"Metschnikowia_similis@Seq_4083"
"3.1.6.1"	"yHMPu5000034952_Citeromyces_siamensis@Seq_3458"
"2.7.1.218"	"Candida_versatilis@Seq_3556"
"1.13.12.4"	"Aspergillus_nidulans@Seq_1060"
"1.3.5.2"	"yHMPu5000035674_Kregervanrija_delftensis@Seq_4398"
"3.5.3.11"	"yHMPu5000026256_Zygotorulaspora_mrakii@Seq_2078"
"1.14.18.1"	"Arthrobotrys_oligospora@Seq_9149"
"4.1.2.54"	"Botrytis_cinerea@Seq_5545"
"2.3.1.133"	"Neurospora_crassa@Seq_5386"
"2.3.3.13"	"yHMPu5000035018_Candida_canberraensis@Seq_2438"
"1.1.1.365"	"Sclerotinia_sclerotiorum@Seq_8264"
"1.5.3.1"	"yHMPu5000035046_Barnettozyma_populi@Seq_462"
"1.5.3.18"	"yHMPu5000035046_Barnettozyma_populi@Seq_462"
"1.5.3.7"	"yHMPu5000035046_Barnettozyma_populi@Seq_462"
"1.14.19.18"	"yHMPu5000035261_Candida_ponderosae@Seq_4859"
"2.1.1.67"	"yHMPu5000035645_Yarrowia_divulgata@Seq_6139"
"3.1.6.1"	"yHMPu5000035011_Candida_pyralidae@Seq_4813"
"3.4.23.5"	"Saitoella_complicata@Seq_2322"
"3.2.1.22"	"Stagonospora_nodorum@Seq_3145"
"3.2.1.40"	"Lipomyces_starkeyi@Seq_967"
"1.14.13.22"	"Debaryomyces_hansenii@Seq_1326"
"4.1.2.53"	"Stagonospora_nodorum@Seq_5893"
"4.1.3.16"	"Stagonospora_nodorum@Seq_5893"
"4.1.1.6"	"Aspergillus_nidulans@Seq_8365"
"4.1.1.46"	"yHMPu5000034637_Ogataea_populiabae@Seq_2947"
"4.2.1.69"	"Priceomyces_haplophilus@Seq_106"
"4.2.1.90"	"yHMPu5000034605_Spencermartinsiella_europaea@Seq_4922"
"3.5.3.11"	"yHMPu5000035040_Ambrosiozyma_maleeae@Seq_3192"
"1.5.3.1"	"Kuraishia_capsulata@Seq_3075"
"1.5.3.7"	"Kuraishia_capsulata@Seq_3075"
"2.7.9.2"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_3932"
"3.6.3.7"	"yHMPu5000034655_Botryozyma_nematodophila@Seq_2288"
"6.4.1.1"	"yHMPu5000034631_Martiniozyma_abiesophila@Seq_4191"
"3.1.1.47"	"Fusarium_graminearum@Seq_8180"
"3.2.1.20"	"Botrytis_cinerea@Seq_10177"
"2.3.1.28"	"yHMPu5000035037_Candida_montana@Seq_485"
"3.6.3.7"	"yHAB159_Kazachstania_solicola@Seq_4353"
"4.1.2.53"	"yHMPu5000034670_Blastobotrys_proliferans@Seq_4693"
"6.3.4.2"	"yHMPu5000034623_Pichia_norvegensis@Seq_1248"
"6.4.1.1"	"yHMPu5000034952_Citeromyces_siamensis@Seq_2785"
"3.4.23.24"	"yHMPu5000034674_Blastobotrys_muscicola@Seq_4668"
"1.14.99.54"	"Neurospora_crassa@Seq_10626"
"1.4.3.21"	"yHMPu5000035268_Wickerhamomyces_hampshirensis@Seq_5792"
"1.1.1.27"	"Stagonospora_nodorum@Seq_10830"
"3.5.99.10"	"Saccharomyces_uvarum@Seq_2572"
"1.1.1.399"	"yHMPu5000035695_Hanseniaspora_pseudoguilliermondii@Seq_2158"
"1.1.1.95"	"yHMPu5000035695_Hanseniaspora_pseudoguilliermondii@Seq_2158"
"4.2.2.10"	"Aspergillus_nidulans@Seq_9013"
"3.2.1.1"	"Lipomyces_starkeyi@Seq_4214"
"1.3.5.2"	"Kuraishia_capsulata@Seq_147"
"1.2.1.18"	"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2514"
"1.2.1.27"	"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2514"
"3.2.1.10"	"Lipomyces_starkeyi@Seq_8594"
"3.2.1.20"	"Lipomyces_starkeyi@Seq_8594"
"1.1.1.399"	"yHMPu5000035274_Wickerhamomyces_alni@Seq_5055"
"1.1.1.95"	"yHMPu5000035274_Wickerhamomyces_alni@Seq_5055"
"2.1.1.67"	"Starmerella_bombicola_JCM9596@Seq_1658"
"1.10.3.3"	"Arthrobotrys_oligospora@Seq_6713"
"2.10.1.1"	"yHMPu5000034631_Martiniozyma_abiesophila@Seq_7037"
"2.7.7.75"	"yHMPu5000034631_Martiniozyma_abiesophila@Seq_7037"
"6.2.1.16"	"Stagonospora_nodorum@Seq_7314"
"3.4.23.24"	"yHMPu5000026145_Ambrosiozyma_vanderkliftii@Seq_3287"
"4.1.2.22"	"Aspergillus_nidulans@Seq_3670"
"4.1.2.9"	"Aspergillus_nidulans@Seq_3670"
"3.2.1.40"	"yHMPu5000034978_Cyberlindnera_mrakii@Seq_3928"
"1.14.11.2"	"Neurospora_crassa@Seq_8451"
"1.1.1.300"	"Arthrobotrys_oligospora@Seq_6687"
"2.4.1.80"	"yHMPu5000034892_Ogataea_pilisensis@Seq_3866"
"4.1.2.52"	"Sclerotinia_sclerotiorum@Seq_4861"
"2.1.1.6"	"Metschnikowia_continentalis@Seq_6425"
"3.4.23.24"	"Metschnikowia_hawaiiensis@Seq_5356"
"1.2.4.4"	"Botrytis_cinerea@Seq_4447"
"3.2.1.155"	"Neurospora_crassa@Seq_2538"
"1.14.13.1"	"yHMPu5000035670_Phaffomyces_opuntiae@Seq_3723"
"2.8.1.9"	"Komagataella_pastoris@Seq_960"
"1.4.3.21"	"Botrytis_cinerea@Seq_16078"
"3.4.19.5"	"Arthrobotrys_oligospora@Seq_6017"
"3.2.1.37"	"Neurospora_crassa@Seq_8752"
"3.2.1.10"	"Metschnikowia_ipomoeae@Seq_5124"
"3.2.1.20"	"Metschnikowia_ipomoeae@Seq_5124"
"5.3.2.6"	"Candida_versatilis@Seq_1266"
"1.3.99.30"	"Sclerotinia_sclerotiorum@Seq_11605"
"3.1.1.74"	"Fusarium_graminearum@Seq_12038"
"3.6.3.7"	"yHMPu5000035671_Phaffomyces_antillensis@Seq_5244"
"3.1.1.24"	"yHMPu5000034671_Blastobotrys_peoriensis@Seq_2731"
"3.2.1.52"	"Botrytis_cinerea@Seq_2542"
"3.5.1.53"	"Lipomyces_starkeyi@Seq_7119"
"4.1.2.52"	"Botrytis_cinerea@Seq_3177"
"3.6.3.6"	"Metschnikowia_hawaiiensis@Seq_3386"
"2.3.3.14"	"yHMPu5000034670_Blastobotrys_proliferans@Seq_3381"
"3.4.21.26"	"yHMPu5000035650_Trigonopsis_variabilis@Seq_3454"
"3.2.1.4"	"yHMPu5000034669_Blastobotrys_raffinofermentans@Seq_4042"
"3.5.99.10"	"Geotrichum_candidum@Seq_862"
"2.3.3.14"	"Metschnikowia_borealis@Seq_1334"
"1.2.1.18"	"Spathaspora_hagerdaliae@Seq_632"
"1.2.1.27"	"Spathaspora_hagerdaliae@Seq_632"
"2.3.1.168"	"Geotrichum_candidum@Seq_6513"
"2.4.2.29"	"Xylona_heveae@Seq_4407"
"1.14.13.176"	"Stagonospora_nodorum@Seq_10011"
"4.1.2.53"	"yHMPu5000041863_Candida_gorgasii@Seq_3887"
"4.1.3.16"	"yHMPu5000041863_Candida_gorgasii@Seq_3887"
"1.1.1.24"	"Metschnikowia_matae_maris@Seq_4805"
"1.14.13.1"	"Stagonospora_nodorum@Seq_7230"
"3.1.4.1"	"yHMPu5000034673_Blastobotrys_nivea@Seq_7529"
"1.2.1.18"	"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2619"
"1.2.1.27"	"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2619"
"1.14.13.1"	"yHMPu5000035047_Barnettozyma_pratensis@Seq_5164"
"3.2.1.52"	"yHMPu5000034631_Martiniozyma_abiesophila@Seq_8730"
"1.14.19.17"	"yHMPu5000034952_Citeromyces_siamensis@Seq_4946"
"4.2.2.2"	"yHMPu5000034946_Ambrosiozyma_oregonensis@Seq_3256"
"3.2.1.23"	"yHMPu5000035665_Middelhovenomyces_tepae@Seq_5608"
"2.7.1.165"	"Coccidioides_immitis@Seq_3526"
"1.7.1.1"	"yHMPu5000034978_Cyberlindnera_mrakii@Seq_4921"
"1.7.1.2"	"yHMPu5000034978_Cyberlindnera_mrakii@Seq_4921"
"1.7.1.3"	"yHMPu5000034978_Cyberlindnera_mrakii@Seq_4921"
"3.2.1.52"	"yHMPu5000035244_Candida_incommunis@Seq_591"
"1.14.19.22"	"yHMPu5000034947_Ambrosiozyma_philentoma@Seq_3082"
"1.14.19.6"	"yHMPu5000034947_Ambrosiozyma_philentoma@Seq_3082"
"3.2.1.23"	"Fusarium_graminearum@Seq_10472"
"3.5.3.11"	"yHMPu5000034891_Ogataea_pini@Seq_4935"
"1.17.1.4"	"Botrytis_cinerea@Seq_2553"
"1.17.3.2"	"Botrytis_cinerea@Seq_2553"
"3.5.3.11"	"yHMPu5000034631_Martiniozyma_abiesophila@Seq_9164"
"1.14.14.54"	"yHMPu5000034887_Ogataea_trehaloabstinens@Seq_3467"
"4.2.1.6"	"yHMPu5000034660_Diddensiella_caesifluorescens@Seq_3234"
"1.13.11.4"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_2674"
"3.5.99.6"	"Metschnikowia_borealis@Seq_144"
"4.1.2.52"	"Aspergillus_nidulans@Seq_4322"
"1.14.14.5"	"Kluyveromyces_lactis@Seq_2876"
"3.1.1.47"	"Neurospora_crassa@Seq_8885"
"3.5.1.25"	"Metschnikowia_bowlesiae@Seq_2683"
"1.14.11.8"	"yHMPu5000035296_Priceomyces_carsonii@Seq_20"
"3.2.1.75"	"yHMPu5000034671_Blastobotrys_peoriensis@Seq_5108"
"1.1.1.127"	"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_7156"
"3.5.1.49"	"Sclerotinia_sclerotiorum@Seq_10133"
"1.14.99.51"	"Fusarium_graminearum@Seq_1254"
"2.1.1.44"	"Fusarium_graminearum@Seq_1254"
"1.1.1.22"	"yHMPu5000035665_Middelhovenomyces_tepae@Seq_3639"
"3.2.1.177"	"yHMPu5000035044_Barnettozyma_californica@Seq_4462"
"3.6.3.6"	"yHMPu5000034610_Saturnispora_hagleri@Seq_2561"
"2.7.2.1"	"Arthrobotrys_oligospora@Seq_782"
"2.1.1.317"	"Metschnikowia_matae_maris@Seq_2839"
"3.2.1.172"	"Stagonospora_nodorum@Seq_7620"
"1.14.13.12"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_1167"
"2.7.1.83"	"Lachancea_mirantina@Seq_826"
"4.2.1.70"	"Lachancea_mirantina@Seq_826"
"6.3.4.18"	"yHMPu5000034902_Ogataea_minuta@Seq_3750"
"1.1.1.289"	"Metschnikowia_bowlesiae@Seq_3761"
"3.4.23.24"	"yHMPu5000034946_Ambrosiozyma_oregonensis@Seq_3380"
"1.11.1.13"	"Stagonospora_nodorum@Seq_9276"
"3.4.21.4"	"Sclerotinia_sclerotiorum@Seq_2627"
"3.4.23.24"	"yHMPu5000035011_Candida_pyralidae@Seq_3725"
"4.1.99.22"	"Fusarium_graminearum@Seq_3071"
"3.1.3.18"	"Aspergillus_nidulans@Seq_7826"
"2.7.11.2"	"yHMPu5000041822_Dipodascus_geniculatus@Seq_1697"
"3.2.1.8"	"Stagonospora_nodorum@Seq_2430"
"3.6.3.6"	"yHMPu5000034629_Pichia_exigua@Seq_2267"
"1.14.18.1"	"Fusarium_graminearum@Seq_3309"
"4.2.1.130"	"Metschnikowia_santaceciliae@Seq_2327"
"1.1.1.289"	"yHMPu5000034637_Ogataea_populiabae@Seq_64"
"3.2.1.10"	"yHMPu5000034754_Lipomyces_arxii@Seq_687"
"1.1.1.18"	"Spathaspora_gorwiae@Seq_2873"
"1.1.1.369"	"Spathaspora_gorwiae@Seq_2873"
"1.5.3.14"	"Aspergillus_nidulans@Seq_5842"
"1.5.3.16"	"Aspergillus_nidulans@Seq_5842"
"3.5.3.11"	"yHMPu5000034952_Citeromyces_siamensis@Seq_4037"
"2.7.1.49"	"yHMPu5000034890_Ogataea_ramenticola@Seq_4522"
"2.7.4.7"	"yHMPu5000034890_Ogataea_ramenticola@Seq_4522"
"3.5.99.2"	"yHMPu5000034890_Ogataea_ramenticola@Seq_4522"
"1.7.1.4"	"yHMPu5000034952_Citeromyces_siamensis@Seq_1379"
"1.2.3.15"	"Botrytis_cinerea@Seq_5241"
"1.1.1.18"	"yHMPu5000034675_Blastobotrys_mokoenaii@Seq_717"
"1.1.1.369"	"yHMPu5000034675_Blastobotrys_mokoenaii@Seq_717"
"1.7.1.4"	"yHMPu5000034952_Citeromyces_siamensis@Seq_3293"
"3.4.11.5"	"Metschnikowia_similis@Seq_4100"
"3.2.1.40"	"Stagonospora_nodorum@Seq_4731"
"1.1.1.372"	"Aspergillus_nidulans@Seq_10090"
"1.4.3.21"	"Metschnikowia_bicuspidata@Seq_1748"
"3.2.1.1"	"yHMPu5000035650_Trigonopsis_variabilis@Seq_5426"
"3.2.1.139"	"Aspergillus_nidulans@Seq_3315"
"2.3.3.14"	"yHMPu5000034952_Citeromyces_siamensis@Seq_5727"
"1.14.18.1"	"yHMPu5000034670_Blastobotrys_proliferans@Seq_4912"
"2.4.2.30"	"yHMPu5000035645_Yarrowia_divulgata@Seq_1411"
"1.6.99.1"	"Yarrowia_lipolytica@Seq_1047"
"2.1.1.10"	"yHMPu5000035684_Kloeckera_hatyaiensis@Seq_213"
"1.1.1.30"	"Kluyveromyces_lactis@Seq_1105"
"1.11.1.10"	"Stagonospora_nodorum@Seq_11221"
"3.6.3.6"	"yHMPu5000034952_Citeromyces_siamensis@Seq_8777"
"4.1.2.52"	"Xylona_heveae@Seq_1435"
"3.4.13.19"	"Kluyveromyces_lactis@Seq_1930"
"2.3.1.221"	"Stagonospora_nodorum@Seq_12159"
"1.14.18.1"	"Botrytis_cinerea@Seq_11792"
"1.13.11.20"	"Nadsonia_fulvescens_var_elongata@Seq_2787"
"3.1.1.11"	"Fusarium_graminearum@Seq_4580"
"3.4.23.24"	"Candida_versatilis@Seq_3101"
"3.4.23.18"	"Sclerotinia_sclerotiorum@Seq_14052"
"3.2.1.22"	"Aspergillus_nidulans@Seq_5582"
"1.14.13.1"	"Lipomyces_starkeyi@Seq_2565"
"3.2.1.39"	"Sclerotinia_sclerotiorum@Seq_2068"
"2.2.1.3"	"yHMPu5000034660_Diddensiella_caesifluorescens@Seq_4689"
"4.2.1.130"	"Metschnikowia_santaceciliae@Seq_3222"
"6.3.2.4"	"Lachancea_dasiensis@Seq_404"
"2.7.1.3"	"Arthrobotrys_oligospora@Seq_2612"
"6.4.1.4"	"Fusarium_graminearum@Seq_4803"
"1.17.1.4"	"yHMPu5000034890_Ogataea_ramenticola@Seq_5356"
"1.17.3.2"	"yHMPu5000034890_Ogataea_ramenticola@Seq_5356"
"1.1.3.9"	"yHMPu5000034749_Lipomyces_mesembrius@Seq_1959"
"3.5.2.2"	"yHMPu5000034655_Botryozyma_nematodophila@Seq_8737"
"1.14.18.1"	"Stagonospora_nodorum@Seq_7573"
"3.1.1.86"	"Botrytis_cinerea@Seq_7939"
"3.4.23.5"	"Botrytis_cinerea@Seq_12742"
"1.4.5.1"	"Candida_versatilis@Seq_4159"
"1.6.99.1"	"Neurospora_crassa@Seq_3453"
"3.4.23.5"	"yHMPu5000035032_Candida_gatunensis@Seq_3273"
"5.5.1.5"	"Fusarium_graminearum@Seq_1798"
"2.1.1.165"	"Coccidioides_immitis@Seq_5751"
"3.1.1.47"	"Lipomyces_starkeyi@Seq_4509"
"3.4.23.24"	"Metschnikowia_bowlesiae@Seq_3094"
"4.2.3.9"	"Aspergillus_nidulans@Seq_6651"
"1.7.1.1"	"yHMPu5000035044_Barnettozyma_californica@Seq_225"
"1.7.1.2"	"yHMPu5000035044_Barnettozyma_californica@Seq_225"
"1.7.1.3"	"yHMPu5000035044_Barnettozyma_californica@Seq_225"
"3.4.16.4"	"Wickerhamiella_domercqiae@Seq_2896"
"3.5.1.28"	"Wickerhamiella_domercqiae@Seq_2896"
"1.14.13.8"	"Fusarium_graminearum@Seq_10531"
"2.8.3.5"	"Neurospora_crassa@Seq_7678"
"2.4.1.217"	"Neurospora_crassa@Seq_5978"
"2.10.1.1"	"Candida_boidinii_JCM9604@Seq_4228"
"1.6.1.2"	"Aspergillus_nidulans@Seq_4806"
"1.7.1.1"	"yHMPu5000035045_Barnettozyma_hawaiiensis@Seq_5072"
"1.7.1.2"	"yHMPu5000035045_Barnettozyma_hawaiiensis@Seq_5072"
"1.7.1.3"	"yHMPu5000035045_Barnettozyma_hawaiiensis@Seq_5072"
"1.17.1.4"	"Sclerotinia_sclerotiorum@Seq_9717"
"1.17.3.2"	"Sclerotinia_sclerotiorum@Seq_9717"
"2.8.3.5"	"Botrytis_cinerea@Seq_11242"
"4.1.1.105"	"Lipomyces_starkeyi@Seq_3777"
"4.1.1.28"	"Lipomyces_starkeyi@Seq_3777"
"4.2.2.10"	"Botrytis_cinerea@Seq_12189"
"1.6.1.2"	"Stagonospora_nodorum@Seq_6810"
"1.1.1.18"	"yHMPu5000034998_Cephaloascus_albidus@Seq_2699"
"1.1.1.369"	"yHMPu5000034998_Cephaloascus_albidus@Seq_2699"
"1.1.1.399"	"Metschnikowia_borealis@Seq_1508"
"1.1.1.95"	"Metschnikowia_borealis@Seq_1508"
"3.6.3.6"	"Nakaseomyces_bracarensis@Seq_106"
"1.7.1.14"	"Stagonospora_nodorum@Seq_5874"
"1.4.3.3"	"Lachancea_dasiensis@Seq_2728"
"1.14.13.1"	"Coccidioides_immitis@Seq_613"
"1.1.1.24"	"yHMPu5000035318_Hyphopichia_heimii@Seq_397"
"1.13.12.4"	"Xylona_heveae@Seq_6639"
"3.4.13.19"	"yHMPu5000035689_Candida_mycetangii@Seq_3505"
"1.1.1.205"	"Metschnikowia_lockheadii@Seq_6129"
"3.2.1.8"	"Arthrobotrys_oligospora@Seq_728"
"3.2.1.4"	"Candida_dubliniensis@Seq_3671"
"3.1.1.65"	"yHMPu5000034978_Cyberlindnera_mrakii@Seq_710"
"3.2.2.29"	"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_7084"
"1.14.13.7"	"Aspergillus_nidulans@Seq_10615"
"2.3.1.165"	"Arthrobotrys_oligospora@Seq_9004"
"3.1.3.18"	"yHMPu5000034605_Spencermartinsiella_europaea@Seq_573"
"2.4.1.231"	"Fusarium_graminearum@Seq_8280"
"3.4.14.9"	"Fusarium_graminearum@Seq_6013"
"3.4.23.24"	"Metschnikowia_cerradonensis@Seq_6317"
"5.4.4.2"	"Candida_versatilis@Seq_2997"
"1.1.3.9"	"yHMPu5000034749_Lipomyces_mesembrius@Seq_82"
"3.2.1.4"	"yHMPu5000034749_Lipomyces_mesembrius@Seq_82"
"1.14.19.17"	"yHMPu5000035261_Candida_ponderosae@Seq_6438"
"1.14.13.7"	"Neurospora_crassa@Seq_9414"
"2.3.3.14"	"yHMPu5000034952_Citeromyces_siamensis@Seq_661"
"3.2.1.10"	"Lipomyces_starkeyi@Seq_4367"
"3.2.1.23"	"yHMPu5000034674_Blastobotrys_muscicola@Seq_3419"
"1.1.1.157"	"yHMPu5000035282_Trigonopsis_vinaria@Seq_3748"
"3.2.2.23"	"Metschnikowia_hibisci@Seq_4674"
"1.14.99.51"	"Aspergillus_nidulans@Seq_254"
"2.1.1.44"	"Aspergillus_nidulans@Seq_254"
"3.5.1.5"	"Fusarium_graminearum@Seq_2318"
"3.5.2.6"	"yHMPu5000035279_Tortispora_starmeri@Seq_3470"
"1.14.18.1"	"Aspergillus_nidulans@Seq_2434"
"1.13.11.79"	"Candida_versatilis@Seq_3206"
"3.2.1.52"	"Coccidioides_immitis@Seq_1350"
"3.4.23.24"	"yHMPu5000034674_Blastobotrys_muscicola@Seq_1867"
"1.4.3.21"	"Metschnikowia_matae@Seq_6718"
"1.6.99.1"	"yHAB158_Kazachstania_viticola@Seq_5570"
"2.7.7.64"	"Saprochaete_clavata@Seq_4027"
"1.3.1.33"	"yHMPu5000034932_Kuraishia_ogatae@Seq_1360"
"1.5.3.1"	"yHMPu5000034637_Ogataea_populiabae@Seq_3070"
"1.5.3.7"	"yHMPu5000034637_Ogataea_populiabae@Seq_3070"
"4.2.1.95"	"Aspergillus_nidulans@Seq_6098"
"1.1.1.24"	"yHMPu5000035318_Hyphopichia_heimii@Seq_912"
"1.4.3.21"	"yHMPu5000035279_Tortispora_starmeri@Seq_3623"
"3.8.1.2"	"Aspergillus_nidulans@Seq_7049"
"1.7.3.3"	"yHMPu5000034865_Zygosaccharomyces_kombuchaensis@Seq_1250"
"4.2.1.130"	"Metschnikowia_continentalis@Seq_5233"
"3.2.1.20"	"yHMPu5000034761_Lipomyces_lipofer@Seq_5342"
"5.4.2.6"	"yHMPu5000034902_Ogataea_minuta@Seq_3089"
"1.1.2.6"	"Lipomyces_starkeyi@Seq_7715"
"1.1.1.24"	"yHMPu5000034998_Cephaloascus_albidus@Seq_6955"
"2.1.1.10"	"Lachancea_mirantina@Seq_1137"
"1.4.3.21"	"Metschnikowia_matae@Seq_1829"
"2.3.1.30"	"Schizosaccharomyces_pombe@Seq_4127"
"3.1.1.72"	"Stagonospora_nodorum@Seq_11790"
"3.4.23.24"	"Metschnikowia_dekortum@Seq_1101"
"3.2.1.65"	"yHMPu5000034754_Lipomyces_arxii@Seq_5038"
"3.2.1.80"	"yHMPu5000034754_Lipomyces_arxii@Seq_5038"
"2.3.3.8"	"yHMPu5000034655_Botryozyma_nematodophila@Seq_2153"
"3.5.99.7"	"Coccidioides_immitis@Seq_5102"
"2.1.1.37"	"Sclerotinia_sclerotiorum@Seq_7498"
"4.2.2.23"	"Aspergillus_nidulans@Seq_1904"
"2.1.1.195"	"yHMPu5000041855_Candida_ascalaphidarum@Seq_798"
"1.4.3.4"	"Saitoella_complicata@Seq_1412"
"2.3.3.13"	"Metschnikowia_mauinuiana@Seq_3440"
"3.2.1.37"	"Sclerotinia_sclerotiorum@Seq_8982"
"1.6.99.1"	"yHAB133_Kazachstania_unispora@Seq_1272"
"1.1.99.18"	"Sclerotinia_sclerotiorum@Seq_5877"
"1.14.13.1"	"yHMPu5000041693_Debaryomyces_nepalensis@Seq_3709"
"1.5.3.14"	"Schizosaccharomyces_pombe@Seq_4195"
"1.5.3.16"	"Schizosaccharomyces_pombe@Seq_4195"
"3.1.1.74"	"Stagonospora_nodorum@Seq_4929"
"3.1.11.1"	"Xylona_heveae@Seq_4319"
"1.1.1.289"	"Lachancea_waltii@Seq_105"
"5.3.2.6"	"yHMPu5000034757_Lipomyces_doorenjongii@Seq_4686"
"3.1.2.22"	"Metschnikowia_matae_maris@Seq_4823"
"3.1.1.17"	"Botrytis_cinerea@Seq_8904"
"4.2.3.6"	"Fusarium_graminearum@Seq_7498"
"3.5.1.42"	"Saitoella_complicata@Seq_6439"
"3.4.23.24"	"yHMPu5000035679_Candida_rhagii@Seq_697"
"3.1.1.2"	"Aspergillus_nidulans@Seq_8653"
"3.1.8.1"	"Aspergillus_nidulans@Seq_8653"
"1.1.1.127"	"yHMPu5000041678_Debaryomyces_prosopidis@Seq_3699"
"2.10.1.1"	"yHMPu5000034655_Botryozyma_nematodophila@Seq_8136"
"2.7.7.75"	"yHMPu5000034655_Botryozyma_nematodophila@Seq_8136"
"1.14.13.1"	"Spathaspora_hagerdaliae@Seq_4115"
"3.2.1.51"	"yHMPu5000034605_Spencermartinsiella_europaea@Seq_5233"
"6.3.2.14"	"Starmerella_bombicola_JCM9596@Seq_4063"
"1.14.18.1"	"Aspergillus_nidulans@Seq_1142"
"1.14.13.8"	"Neurospora_crassa@Seq_6492"
"2.8.1.10"	"yHMPu5000034902_Ogataea_minuta@Seq_1984"
"6.3.4.19"	"Yarrowia_lipolytica@Seq_2421"
"2.7.1.49"	"Metschnikowia_ipomoeae@Seq_1412"
"2.7.4.7"	"Metschnikowia_ipomoeae@Seq_1412"
"3.5.99.2"	"Metschnikowia_ipomoeae@Seq_1412"
"1.1.1.79"	"Stagonospora_nodorum@Seq_4130"
"1.1.1.81"	"Stagonospora_nodorum@Seq_4130"
"1.3.8.7"	"Metschnikowia_hamakuensis@Seq_1285"
"1.13.11.27"	"yHMPu5000035261_Candida_ponderosae@Seq_4523"
"1.4.1.4"	"yHMPu5000034673_Blastobotrys_nivea@Seq_2221"
"3.5.1.49"	"Lipomyces_starkeyi@Seq_4667"
"3.2.1.10"	"Lipomyces_starkeyi@Seq_958"
"3.2.1.20"	"Lipomyces_starkeyi@Seq_958"
"1.14.99.54"	"Arthrobotrys_oligospora@Seq_1868"
"5.1.99.4"	"Geotrichum_candidum@Seq_4127"
"1.6.99.1"	"yHAB159_Kazachstania_solicola@Seq_2677"
"3.2.1.4"	"Spathaspora_passalidarum@Seq_2653"
"1.5.3.14"	"Fusarium_graminearum@Seq_5237"
"1.5.3.16"	"Fusarium_graminearum@Seq_5237"
"1.14.11.8"	"yHMPu5000034761_Lipomyces_lipofer@Seq_6191"
"3.6.3.6"	"Neurospora_crassa@Seq_5179"
"1.14.13.22"	"Candida_sojae@Seq_3668"
"2.1.1.10"	"Lachancea_mirantina@Seq_2295"
"1.4.3.21"	"Metschnikowia_bicuspidata@Seq_2201"
"6.4.1.1"	"Metschnikowia_borealis@Seq_2711"
"3.5.2.2"	"yHMPu5000026137_Ambrosiozyma_ambrosiae@Seq_4796"
"1.14.11.17"	"Geotrichum_candidum@Seq_4420"
"3.2.1.52"	"Arthrobotrys_oligospora@Seq_5655"
"3.2.1.22"	"Sclerotinia_sclerotiorum@Seq_12832"
"1.14.11.18"	"yHMPu5000034605_Spencermartinsiella_europaea@Seq_2479"
"3.6.3.6"	"yHMPu5000034612_Saturnispora_saitoi@Seq_2505"
"3.1.4.3"	"Aspergillus_nidulans@Seq_1439"
"1.1.1.365"	"Kuraishia_capsulata@Seq_31"
"1.1.1.372"	"Stagonospora_nodorum@Seq_2853"
"3.4.23.24"	"yHMPu5000041862_Candida_golubevii@Seq_523"
"3.4.23.24"	"yHMPu5000035681_Candida_gotoi@Seq_4028"
"3.2.1.23"	"Aspergillus_nidulans@Seq_3771"
"1.6.99.1"	"Schizosaccharomyces_pombe@Seq_2975"
"1.14.13.7"	"Stagonospora_nodorum@Seq_4490"
"1.1.1.29"	"Aspergillus_nidulans@Seq_2272"
"4.6.1.13"	"Neurospora_crassa@Seq_8070"
"1.1.1.157"	"Candida_versatilis@Seq_3576"
"1.4.3.1"	"yHMPu5000035672_Phaffomyces_thermotolerans@Seq_1906"
"3.6.3.6"	"Metschnikowia_mauinuiana@Seq_1872"
"1.1.1.18"	"Millerozyma_acaciae@Seq_343"
"1.1.1.369"	"Millerozyma_acaciae@Seq_343"
"1.5.3.1"	"yHMPu5000034607_Saccharomycopsis_capsularis@Seq_4963"
"1.5.3.7"	"yHMPu5000034607_Saccharomycopsis_capsularis@Seq_4963"
"3.2.2.29"	"Candida_sojae@Seq_171"
"3.6.3.7"	"Metschnikowia_mauinuiana@Seq_3271"
"2.7.11.2"	"Kuraishia_capsulata@Seq_4792"
"1.5.3.1"	"Kuraishia_capsulata@Seq_4378"
"1.5.3.7"	"Kuraishia_capsulata@Seq_4378"
"1.14.13.1"	"Aspergillus_nidulans@Seq_374"
"3.4.23.18"	"Botrytis_cinerea@Seq_9429"
